lg_nw,r_nw,t_ox,N_sd,eps_ox
18,3,1,2.0e+20,22
vgs,vds,ids
0.0,0.0,5.807884161071998e-10
0.0,0.05,7.084829968049972e-10
0.0,0.1,7.925402267113908e-10
0.0,0.15,8.313703320610515e-10
0.0,0.2,8.463685116597725e-10
0.0,0.25,8.516941838720118e-10
0.0,0.3,8.536373517261964e-10
0.0,0.35,8.546222487924697e-10
0.0,0.4,8.555139878153161e-10
0.0,0.45,8.565919630704568e-10
0.0,0.5,8.5792367530101e-10
0.0,0.55,8.595035254191917e-10
0.0,0.6,8.613035304646238e-10
0.0,0.65,8.632915601067721e-10
0.0,0.7,8.65437688957289e-10
0.05,0.0,3.781888406593225e-09
0.05,0.05,4.6630531044151275e-09
0.05,0.1,5.260475396263856e-09
0.05,0.15,5.53997609542627e-09
0.05,0.2,5.6486694665501994e-09
0.05,0.25,5.6884532872455375e-09
0.05,0.3,5.7050179912928284e-09
0.05,0.35,5.715888466482564e-09
0.05,0.4,5.727187709709935e-09
0.05,0.45,5.740765172573748e-09
0.05,0.5,5.75693540333844e-09
0.05,0.55,5.77549224594022e-09
0.05,0.6,5.796077490114158e-09
0.05,0.65,5.818312018059576e-09
0.05,0.7,5.841840334286117e-09
0.1,0.0,2.4583927356311735e-08
0.1,0.05,3.054633083284993e-08
0.1,0.1,3.4704099496454374e-08
0.1,0.15,3.669406109089679e-08
0.1,0.2,3.7489871471579044e-08
0.1,0.25,3.7799145518440825e-08
0.1,0.3,3.794354909795843e-08
0.1,0.35,3.8046867583432896e-08
0.1,0.4,3.8152180103740824e-08
0.1,0.45,3.827223942537062e-08
0.1,0.5,3.840890672896096e-08
0.1,0.55,3.856036053872209e-08
0.1,0.6,3.872371786748318e-08
0.1,0.65,3.889596538471105e-08
0.1,0.7,3.907427374801212e-08
0.15,0.0,1.3229483044746014e-07
0.15,0.05,1.684346056433031e-07
0.15,0.1,1.94489102800294e-07
0.15,0.15,2.0716614215565933e-07
0.15,0.2,2.1221034890680138e-07
0.15,0.25,2.1407357867146702e-07
0.15,0.3,2.1482347919344775e-07
0.15,0.35,2.1526693355291625e-07
0.15,0.4,2.15689832366094e-07
0.15,0.45,2.1618056060619418e-07
0.15,0.5,2.1675591856087947e-07
0.15,0.55,2.174081390780422e-07
0.15,0.6,2.1812208690859352e-07
0.15,0.65,2.1888141034095844e-07
0.15,0.7,2.1967063751429772e-07
0.2,0.0,4.7536604774224323e-07
0.2,0.05,6.511640304941079e-07
0.2,0.1,7.842714231117225e-07
0.2,0.15,8.497515942008902e-07
0.2,0.2,8.747724146706997e-07
0.2,0.25,8.824683566491581e-07
0.2,0.3,8.838932812338477e-07
0.2,0.35,8.834453020344539e-07
0.2,0.4,8.827271164027384e-07
0.2,0.45,8.822696710841099e-07
0.2,0.5,8.822101385951863e-07
0.2,0.55,8.82546965570889e-07
0.2,0.6,8.832338748466756e-07
0.2,0.65,8.842138447660066e-07
0.2,0.7,8.854309306431056e-07
0.25,0.0,1.0728854317187664e-06
0.25,0.05,1.629317900299629e-06
0.25,0.1,2.087096225306015e-06
0.25,0.15,2.319701554585546e-06
0.25,0.2,2.4073767565253917e-06
0.25,0.25,2.4310518337195295e-06
0.25,0.3,2.4309845530581178e-06
0.25,0.35,2.423501579904431e-06
0.25,0.4,2.414672445434176e-06
0.25,0.45,2.4065943688158366e-06
0.25,0.5,2.399890565453983e-06
0.25,0.55,2.3946552110774925e-06
0.25,0.6,2.390803442287349e-06
0.25,0.65,2.3881989122219893e-06
0.25,0.7,2.386699008637826e-06
0.3,0.0,1.7290729065887362e-06
0.3,0.05,2.899436127862468e-06
0.3,0.1,3.953954385304193e-06
0.3,0.15,4.515967405115224e-06
0.3,0.2,4.7334848222633975e-06
0.3,0.25,4.793907355854339e-06
0.3,0.3,4.7947615104125785e-06
0.3,0.35,4.776325161961436e-06
0.3,0.4,4.753783334926771e-06
0.3,0.45,4.732508881199991e-06
0.3,0.5,4.7142063144112925e-06
0.3,0.55,4.699247986385789e-06
0.3,0.6,4.687542969360946e-06
0.3,0.65,4.678855683939267e-06
0.3,0.7,4.672920361480165e-06
0.35,0.0,2.308780775758928e-06
0.35,0.05,4.2147274276156745e-06
0.35,0.1,6.08117259791332e-06
0.35,0.15,7.1267345742897185e-06
0.35,0.2,7.549011658022201e-06
0.35,0.25,7.678073556627684e-06
0.35,0.3,7.693545410412586e-06
0.35,0.35,7.670921861543584e-06
0.35,0.4,7.639014585974438e-06
0.35,0.45,7.608199375291098e-06
0.35,0.5,7.581910417819611e-06
0.35,0.55,7.5610371861228606e-06
0.35,0.6,7.5455672627406535e-06
0.35,0.65,7.535192260046139e-06
0.35,0.7,7.5295277655584246e-06
0.4,0.0,2.7894726977973935e-06
0.4,0.05,5.472415357597282e-06
0.4,0.1,8.309181971276141e-06
0.4,0.15,9.97750362818874e-06
0.4,0.2,1.0681722893606739e-05
0.4,0.25,1.0918272747404888e-05
0.4,0.3,1.0969889382051305e-05
0.4,0.35,1.0957487261864304e-05
0.4,0.4,1.092773805345988e-05
0.4,0.45,1.0897696407255765e-05
0.4,0.5,1.0873188057794017e-05
0.4,0.55,1.0855888746210718e-05
0.4,0.6,1.084598170246711e-05
0.4,0.65,1.0843143024448897e-05
0.4,0.7,1.0846902404852e-05
0.45,0.0,3.1765078079162017e-06
0.45,0.05,6.626700887338017e-06
0.45,0.1,1.055696412923605e-05
0.45,0.15,1.2983247212480407e-05
0.45,0.2,1.4050687307334589e-05
0.45,0.25,1.4437657200487206e-05
0.45,0.3,1.4550192748058392e-05
0.45,0.35,1.4565096646129102e-05
0.45,0.4,1.4551346319302984e-05
0.45,0.45,1.4534456135681796e-05
0.45,0.5,1.452335371145805e-05
0.45,0.55,1.4520794019341684e-05
0.45,0.6,1.4527286640000718e-05
0.45,0.65,1.4542558727850328e-05
0.45,0.7,1.4566094197815224e-05
0.5,0.0,3.470864901091271e-06
0.5,0.05,7.630553020271732e-06
0.5,0.1,1.2741128264201147e-05
0.5,0.15,1.6057538096994716e-05
0.5,0.2,1.7573434684008612e-05
0.5,0.25,1.8156102862343694e-05
0.5,0.3,1.835509244974862e-05
0.5,0.35,1.8414368405620924e-05
0.5,0.4,1.8430094360329722e-05
0.5,0.45,1.8438205905558315e-05
0.5,0.5,1.845151130598357e-05
0.5,0.55,1.8474162036337913e-05
0.5,0.6,1.8507132544071856e-05
0.5,0.65,1.8550269526676846e-05
0.5,0.7,1.8603051209791857e-05
0.55,0.0,3.6710838604051954e-06
0.55,0.05,8.434631428274583e-06
0.55,0.1,1.4763734309570636e-05
0.55,0.15,1.9091960832663243e-05
0.55,0.2,2.114247479255306e-05
0.55,0.25,2.1966688243309714e-05
0.55,0.3,2.2276968938425643e-05
0.55,0.35,2.2396309043902083e-05
0.55,0.4,2.2453316930366255e-05
0.55,0.45,2.2496472976626685e-05
0.55,0.5,2.2543306345853098e-05
0.55,0.55,2.2599703877659075e-05
0.55,0.6,2.2667250122096275e-05
0.55,0.65,2.274598123397289e-05
0.55,0.7,2.2835409529337878e-05
0.6,0.0,3.7795369494319276e-06
0.6,0.05,9.001088678913007e-06
0.6,0.1,1.6527697625393928e-05
0.6,0.15,2.196939026857468e-05
0.6,0.2,2.4637684476192113e-05
0.6,0.25,2.5748210077092588e-05
0.6,0.3,2.6193019076471988e-05
0.6,0.35,2.6386094377650658e-05
0.6,0.4,2.6493962880478948e-05
0.6,0.45,2.65798789103944e-05
0.6,0.5,2.6666974696807608e-05
0.6,0.55,2.6763226639411856e-05
0.6,0.6,2.6870979903326574e-05
0.6,0.65,2.6990531687936582e-05
0.6,0.7,2.7121468649335214e-05
0.65,0.0,3.8049640455485567e-06
0.65,0.05,9.313598107957818e-06
0.65,0.1,1.7954054731612232e-05
0.65,0.15,2.4583159416962075e-05
0.65,0.2,2.7946327428010686e-05
0.65,0.25,2.9385855566227762e-05
0.65,0.3,2.998650452004996e-05
0.65,0.35,3.0264868529580992e-05
0.65,0.4,3.0430942527413005e-05
0.65,0.45,3.0565042298383515e-05
0.65,0.5,3.069681065611654e-05
0.65,0.55,3.083667732216567e-05
0.65,0.6,3.0987901994215924e-05
0.65,0.65,3.1151115707211126e-05
0.65,0.7,3.1326020198107047e-05
0.7,0.0,3.7614627724733287e-06
0.7,0.05,9.379769040223345e-06
0.7,0.1,1.8992386254957164e-05
0.7,0.15,2.6850763317237443e-05
0.7,0.2,3.097828308152349e-05
0.7,0.25,3.278728192665495e-05
0.7,0.3,3.3563372567768076e-05
0.7,0.35,3.3936781157444395e-05
0.7,0.4,3.4166537487561814e-05
0.7,0.45,3.4352349421037805e-05
0.7,0.5,3.4531298331922214e-05
0.7,0.55,3.471663860078055e-05
0.7,0.6,3.491270071761279e-05
0.7,0.65,3.5120522821549436e-05
0.7,0.7,3.5339962379758474e-05
