lg_nw,r_nw,t_ox,N_sd,eps_ox
10,2,0.5,5.0e+19,3.9
vg,vd,ids
0.5,-0.4,5.97826216276143e-07
0.496,-0.392,5.919487297795198e-07
0.492,-0.384,5.859752368807236e-07
0.488,-0.376,5.799048846377056e-07
0.484,-0.368,5.737371049738194e-07
0.48,-0.36,5.674716538572355e-07
0.476,-0.352,5.611086553667919e-07
0.472,-0.344,5.546486512378082e-07
0.468,-0.336,5.480926565441644e-07
0.464,-0.328,5.414422222380617e-07
0.46,-0.32,5.346995053356589e-07
0.456,-0.312,5.278673476023545e-07
0.452,-0.304,5.209493636538725e-07
0.448,-0.296,5.139500394438191e-07
0.444,-0.288,5.068748421503178e-07
0.44,-0.28,4.997303424965551e-07
0.436,-0.272,4.92524350533094e-07
0.432,-0.264,4.852660658624318e-07
0.428,-0.256,4.779662431825247e-07
0.424,-0.248,4.7063737384689905e-07
0.42,-0.24,4.63293883859608e-07
0.416,-0.232,4.5595234831226616e-07
0.412,-0.224,4.4863172168862234e-07
0.408,-0.216,4.413535826599231e-07
0.404,-0.208,4.3414239090968764e-07
0.4,-0.2,4.2702575208198715e-07
0.396,-0.192,4.200346850461363e-07
0.392,-0.184,4.1320388319360693e-07
0.388,-0.176,4.065719582848646e-07
0.384,-0.168,4.0018165127260335e-07
0.38,-0.16,3.940799893508746e-07
0.376,-0.152,3.883183620200318e-07
0.372,-0.144,3.8295248105658193e-07
0.368,-0.136,3.780421798944851e-07
0.364,-0.128,3.736509972777163e-07
0.36,-0.12,3.6984547882637307e-07
0.356,-0.112,3.6669411982990776e-07
0.352,-0.104,3.642658656742121e-07
0.348,-0.096,3.6262808657363623e-07
0.344,-0.088,3.6184395529721805e-07
0.34,-0.08,3.6196918428934323e-07
0.336,-0.072,3.630481221299022e-07
0.332,-0.064,3.651092602076365e-07
0.328,-0.056,3.681602372246962e-07
0.324,-0.048,3.7218241802893816e-07
0.32,-0.04,3.7712503359318424e-07
0.316,-0.032,3.8289870920822505e-07
0.312,-0.024,3.8936807602975315e-07
0.308,-0.016,3.96343272807958e-07
0.304,-0.008,4.035707771121276e-07
0.3,0.0,4.1072530832378215e-07
0.304,0.008,4.599764481734226e-07
0.308,0.016,5.154001264040838e-07
0.312,0.024,5.775160755840906e-07
0.316,0.032,6.467504807490382e-07
0.32,0.04,7.233832935033927e-07
0.324,0.048,8.075015618460814e-07
0.328,0.056,8.989676014624962e-07
0.332,0.064,9.974085418727672e-07
0.336,0.072,1.1022297461576779e-06
0.34,0.08,1.2126500231589814e-06
0.344,0.088,1.3277527502263439e-06
0.348,0.096,1.4465449384636612e-06
0.352,0.104,1.568016159352566e-06
0.356,0.112,1.6911907353780898e-06
0.36,0.12,1.8151689496550912e-06
0.364,0.128,1.9391555029037657e-06
0.368,0.136,2.0624755022838823e-06
0.372,0.144,2.184579651809297e-06
0.376,0.152,2.3050410152883895e-06
0.38,0.16,2.423545872179112e-06
0.384,0.168,2.539880969188361e-06
0.388,0.176,2.653919059945652e-06
0.392,0.184,2.7656041544035035e-06
0.396,0.192,2.8749374538471803e-06
0.4,0.2,2.9819645708523383e-06
0.404,0.208,3.086764341393733e-06
0.408,0.216,3.1894393259259956e-06
0.412,0.224,3.2901079559425467e-06
0.416,0.232,3.3888981974496906e-06
0.42,0.24,3.4859425584705403e-06
0.424,0.248,3.5813742516162025e-06
0.428,0.256,3.675324325002775e-06
0.432,0.264,3.767919587936595e-06
0.436,0.272,3.859281176590871e-06
0.44,0.28,3.9495236258300284e-06
0.444,0.288,4.038754334175983e-06
0.448,0.296,4.1270733283524424e-06
0.452,0.304,4.214573251224501e-06
0.456,0.312,4.30133951202085e-06
0.46,0.32,4.3874505504930235e-06
0.464,0.328,4.472978177284126e-06
0.468,0.336,4.557987961477531e-06
0.472,0.344,4.642539643326945e-06
0.476,0.352,4.726687555788887e-06
0.48,0.36,4.810481042919707e-06
0.484,0.368,4.893964866673814e-06
0.488,0.376,4.977179596329e-06
0.492,0.384,5.060161976821065e-06
0.496,0.392,5.142945273826332e-06
0.5,0.4,5.225559594587051e-06
