lg_nw,r_nw,t_ox,N_sd,eps_ox
20,5,1.5,2.0e+20,22
vg,vd,ids
0.5,-0.4,1.4034453785193952e-06
0.496,-0.392,1.3932131982569888e-06
0.492,-0.384,1.3830106232060186e-06
0.488,-0.376,1.3728410851670168e-06
0.484,-0.368,1.3627087273671669e-06
0.48,-0.36,1.3526185316153573e-06
0.476,-0.352,1.3425764673768839e-06
0.472,-0.344,1.3325896665886995e-06
0.468,-0.336,1.3226666287450819e-06
0.464,-0.328,1.3128174616383504e-06
0.46,-0.32,1.3030541641729417e-06
0.456,-0.312,1.2933909589267453e-06
0.452,-0.304,1.2838446836636987e-06
0.448,-0.296,1.2744352528741912e-06
0.444,-0.288,1.2651862027201223e-06
0.44,-0.28,1.256125335599432e-06
0.436,-0.272,1.2472854840591313e-06
0.432,-0.264,1.238705418158241e-06
0.428,-0.256,1.2304309258432308e-06
0.424,-0.248,1.222516102753097e-06
0.42,-0.24,1.2150248965134753e-06
0.416,-0.232,1.208032961530423e-06
0.412,-0.224,1.2016298942416586e-06
0.408,-0.216,1.1959219366354494e-06
0.404,-0.208,1.191035258807468e-06
0.4,-0.2,1.1871199609696516e-06
0.396,-0.192,1.1843549736836251e-06
0.392,-0.184,1.182954084695709e-06
0.388,-0.176,1.183173384561451e-06
0.384,-0.168,1.1853205043144353e-06
0.38,-0.16,1.1897661189807593e-06
0.376,-0.152,1.1969583101552612e-06
0.372,-0.144,1.2074405117224706e-06
0.368,-0.136,1.2218738836776712e-06
0.364,-0.128,1.2410650221906955e-06
0.36,-0.12,1.2659998265964953e-06
0.356,-0.112,1.2978839410075051e-06
0.352,-0.104,1.3381892015090914e-06
0.348,-0.096,1.3887035537654387e-06
0.344,-0.088,1.4515784510781965e-06
0.34,-0.08,1.5293622906337063e-06
0.336,-0.072,1.625000802926529e-06
0.332,-0.064,1.74177623204001e-06
0.328,-0.056,1.8831493000124852e-06
0.324,-0.048,2.0524668446325136e-06
0.32,-0.04,2.2525118056744402e-06
0.316,-0.032,2.484908609567437e-06
0.312,-0.024,2.7494562106698805e-06
0.308,-0.016,3.0435276385737317e-06
0.304,-0.008,3.361716355298974e-06
0.3,0.0,3.69589039375859e-06
0.304,0.008,4.236970690811774e-06
0.308,0.016,4.833047010490843e-06
0.312,0.024,5.478121336723216e-06
0.316,0.032,6.164310442789457e-06
0.32,0.04,6.882558593667191e-06
0.324,0.048,7.623396142607643e-06
0.328,0.056,8.37762405311847e-06
0.332,0.064,9.136846178142274e-06
0.336,0.072,9.893818460150002e-06
0.34,0.08,1.0642622629578435e-05
0.344,0.088,1.1378695427968641e-05
0.348,0.096,1.2098753578939996e-05
0.352,0.104,1.2800653754784658e-05
0.356,0.112,1.3483220249704894e-05
0.36,0.12,1.4146064606306085e-05
0.364,0.128,1.4789413309253576e-05
0.368,0.136,1.541395294574625e-05
0.372,0.144,1.6020697239443982e-05
0.376,0.152,1.6610876967255398e-05
0.38,0.16,1.7185851662704826e-05
0.384,0.168,1.774704085825009e-05
0.388,0.176,1.8295872122447187e-05
0.392,0.184,1.8833743069392117e-05
0.396,0.192,1.936199468409092e-05
0.4,0.2,1.9881893599115163e-05
0.404,0.208,2.0394621297759447e-05
0.408,0.216,2.090126855992627e-05
0.412,0.224,2.1402833782980853e-05
0.416,0.232,2.1900224088348304e-05
0.42,0.24,2.239425836168985e-05
0.424,0.248,2.2885671571055828e-05
0.428,0.256,2.3375119867066857e-05
0.432,0.264,2.386318609663779e-05
0.436,0.272,2.4350385462031775e-05
0.44,0.28,2.4837171134840107e-05
0.444,0.288,2.532393969408321e-05
0.448,0.296,2.5811036302690316e-05
0.452,0.304,2.629875957020273e-05
0.456,0.312,2.6787366074194666e-05
0.46,0.32,2.727707453065597e-05
0.464,0.328,2.776806961606151e-05
0.468,0.336,2.8260505452351754e-05
0.472,0.344,2.875450877157117e-05
0.476,0.352,2.925018178023418e-05
0.48,0.36,2.97476047452169e-05
0.484,0.368,3.024683832355046e-05
0.488,0.376,3.0747925658280396e-05
0.492,0.384,3.125089426179687e-05
0.496,0.392,3.175575770693744e-05
0.5,0.4,3.2262517144856164e-05
