lg_nw,r_nw,t_ox,N_sd,eps_ox
20,5,1.5,2.0e+20,22
vg,vd,ids
0.3,-0.4,8.195307838002234e-07
0.296,-0.392,8.026660235645707e-07
0.292,-0.384,7.856294410497994e-07
0.288,-0.376,7.684260234049984e-07
0.284,-0.368,7.510626425934771e-07
0.28,-0.36,7.335482138677507e-07
0.276,-0.352,7.15893852744505e-07
0.272,-0.344,6.981130277031087e-07
0.268,-0.336,6.802217053487474e-07
0.264,-0.328,6.622384842634841e-07
0.26,-0.32,6.44184713219549e-07
0.256,-0.312,6.26084588855581e-07
0.252,-0.304,6.079652273265548e-07
0.248,-0.296,5.898567038426097e-07
0.244,-0.288,5.71792053424135e-07
0.24,-0.28,5.538072256358828e-07
0.236,-0.272,5.359409855388138e-07
0.232,-0.264,5.182347526341373e-07
0.228,-0.256,5.007323691881147e-07
0.224,-0.248,4.834797890380593e-07
0.22,-0.24,4.6652467780695505e-07
0.216,-0.232,4.499159154153453e-07
0.212,-0.224,4.33702991899666e-07
0.208,-0.216,4.179352878716882e-07
0.204,-0.208,4.026612315764495e-07
0.2,-0.2,3.8792732561239433e-07
0.196,-0.192,3.7377703831980317e-07
0.192,-0.184,3.602495582417566e-07
0.188,-0.176,3.47378415916356e-07
0.184,-0.168,3.351899870326667e-07
0.18,-0.16,3.2370190654798113e-07
0.176,-0.152,3.129214466249143e-07
0.172,-0.144,3.028439431761055e-07
0.168,-0.136,2.934513946259732e-07
0.164,-0.128,2.8471139503916897e-07
0.16,-0.12,2.7657658679159793e-07
0.156,-0.112,2.6898480184350766e-07
0.152,-0.104,2.6185997942983345e-07
0.148,-0.096,2.5511378984796806e-07
0.144,-0.088,2.4864768781579175e-07
0.14,-0.08,2.4235495685929023e-07
0.136,-0.072,2.3612233461145966e-07
0.132,-0.064,2.2983115616069305e-07
0.128,-0.056,2.2335860144638384e-07
0.124,-0.048,2.1658031501832437e-07
0.12,-0.04,2.0937590828759896e-07
0.116,-0.032,2.0163823727753128e-07
0.112,-0.024,1.9328586743999827e-07
0.108,-0.016,1.8427636766222133e-07
0.104,-0.008,1.7461693486110095e-07
0.1,0.0,1.6436903985675092e-07
0.104,0.008,1.9693321780994868e-07
0.108,0.016,2.349998375450034e-07
0.112,0.024,2.7910329499124956e-07
0.116,0.032,3.297514468621242e-07
0.12,0.04,3.874180268562828e-07
0.124,0.048,4.52537266171855e-07
0.128,0.056,5.255003059140869e-07
0.132,0.064,6.066528917960642e-07
0.136,0.072,6.962938928071317e-07
0.14,0.08,7.946743216958973e-07
0.144,0.088,9.019966936545604e-07
0.148,0.096,1.0184146958052352e-06
0.152,0.104,1.144033231368147e-06
0.156,0.112,1.2789089444511185e-06
0.16,0.12,1.4230513315398354e-06
0.164,0.128,1.5764245165156176e-06
0.168,0.136,1.7389497205975533e-06
0.172,0.144,1.9105084083294867e-06
0.176,0.152,2.0909460439953256e-06
0.18,0.16,2.2800763549859434e-06
0.184,0.168,2.477685972341327e-06
0.188,0.176,2.683539304568344e-06
0.192,0.184,2.897383498048976e-06
0.196,0.192,3.1189533441555918e-06
0.2,0.2,3.347976007367779e-06
0.204,0.208,3.584175467908376e-06
0.208,0.216,3.827276594480958e-06
0.212,0.224,4.077008785672854e-06
0.216,0.232,4.333109140933111e-06
0.22,0.24,4.595325142581928e-06
0.224,0.248,4.863416848281149e-06
0.228,0.256,5.137158608355799e-06
0.232,0.264,5.4163403341559355e-06
0.236,0.272,5.700768352354158e-06
0.24,0.28,5.99026588591979e-06
0.244,0.288,6.2846732058297215e-06
0.248,0.296,6.583847498756888e-06
0.252,0.304,6.887662495431052e-06
0.256,0.312,7.1960079024838924e-06
0.26,0.32,7.508788677742727e-06
0.264,0.328,7.82592418544035e-06
0.268,0.336,8.14734726394141e-06
0.272,0.344,8.473003234565429e-06
0.276,0.352,8.802848876094325e-06
0.28,0.36,9.136851385711374e-06
0.284,0.368,9.474987343529027e-06
0.288,0.376,9.817241694577507e-06
0.292,0.384,1.016360675918457e-05
0.296,0.392,1.0514081280085913e-05
0.3,0.4,1.0868669512367e-05
