lg_nw,r_nw,t_ox,N_sd,eps_ox
10,5,1,1.0e+20,22
vgs,vds,ids
0.0,0.0,4.5756439855168825e-08
0.0,0.05,6.458394861138671e-08
0.0,0.1,7.976787889065072e-08
0.0,0.15,9.008460998728784e-08
0.0,0.2,9.774899893243318e-08
0.0,0.25,1.045226172361771e-07
0.0,0.3,1.112853888175477e-07
0.0,0.35,1.1842738123953246e-07
0.0,0.4,1.2612362540661908e-07
0.0,0.45,1.3446133558984029e-07
0.0,0.5,1.434923639401272e-07
0.0,0.55,1.532539674128026e-07
0.0,0.6,1.6377691463639923e-07
0.0,0.65,1.7508868845077658e-07
0.0,0.7,1.8721487177546285e-07
0.05,0.0,1.8230932845616503e-07
0.05,0.05,2.595623773427529e-07
0.05,0.1,3.2185379819614996e-07
0.05,0.15,3.624923957321431e-07
0.05,0.2,3.9081696584523867e-07
0.05,0.25,4.1460350671723826e-07
0.05,0.3,4.3776579017714647e-07
0.05,0.35,4.6203502803587305e-07
0.05,0.4,4.881857047421359e-07
0.05,0.45,5.166066813751478e-07
0.05,0.5,5.475364983380424e-07
0.05,0.55,5.811559654217429e-07
0.05,0.6,6.17623525453251e-07
0.05,0.65,6.570881481185211e-07
0.05,0.7,6.996935434336758e-07
0.1,0.0,5.709891628861509e-07
0.1,0.05,8.445707919695005e-07
0.1,0.1,1.0644596147895363e-06
0.1,0.15,1.1972507132469177e-06
0.1,0.2,1.2779647815108432e-06
0.1,0.25,1.337304625882225e-06
0.1,0.3,1.3906838710657314e-06
0.1,0.35,1.4447474361156433e-06
0.1,0.4,1.5023090969605527e-06
0.1,0.45,1.564655515888205e-06
0.1,0.5,1.6324919586313526e-06
0.1,0.55,1.706313715136921e-06
0.1,0.6,1.7865490056495847e-06
0.1,0.65,1.8736126595784208e-06
0.1,0.7,1.967925076169184e-06
0.15,0.0,1.251333401001439e-06
0.15,0.05,1.9891473572970954e-06
0.15,0.1,2.598410091071507e-06
0.15,0.15,2.942707769163277e-06
0.15,0.2,3.119352817072458e-06
0.15,0.25,3.2227027328552634e-06
0.15,0.3,3.3004730561150615e-06
0.15,0.35,3.372796848351426e-06
0.15,0.4,3.447746187899503e-06
0.15,0.45,3.528610785916565e-06
0.15,0.5,3.616865361620758e-06
0.15,0.55,3.7133242992180824e-06
0.15,0.6,3.818583369375663e-06
0.15,0.65,3.933187274830487e-06
0.15,0.7,4.057692512053866e-06
0.2,0.0,2.0464901894225133e-06
0.2,0.05,3.5330371128055997e-06
0.2,0.1,4.829551093395254e-06
0.2,0.15,5.5479061750612e-06
0.2,0.2,5.877365264121587e-06
0.2,0.25,6.030870771471877e-06
0.2,0.3,6.118410345910243e-06
0.2,0.35,6.186135021464706e-06
0.2,0.4,6.252080627937856e-06
0.2,0.45,6.323149259771807e-06
0.2,0.5,6.402017307214232e-06
0.2,0.55,6.48980425079348e-06
0.2,0.6,6.58708446499089e-06
0.2,0.65,6.694267570272121e-06
0.2,0.7,6.811740373147421e-06
0.25,0.0,2.814511991568096e-06
0.25,0.05,5.260810793489986e-06
0.25,0.1,7.534176945520476e-06
0.25,0.15,8.811134699447737e-06
0.25,0.2,9.374486431166946e-06
0.25,0.25,9.606424974228487e-06
0.25,0.3,9.710086716581065e-06
0.25,0.35,9.771113015796254e-06
0.25,0.4,9.822760477030122e-06
0.25,0.45,9.87748580869998e-06
0.25,0.5,9.939839183246699e-06
0.25,0.55,1.00114375805685e-05
0.25,0.6,1.0092843646547201e-05
0.25,0.65,1.0184268712943186e-05
0.25,0.7,1.028583358013805e-05
0.3,0.0,3.520125033709202e-06
0.3,0.05,7.074675505655196e-06
0.3,0.1,1.0596738674910396e-05
0.3,0.15,1.2631964844307018e-05
0.3,0.2,1.3531449087424383e-05
0.3,0.25,1.389042901688496e-05
0.3,0.3,1.4035712954354239e-05
0.3,0.35,1.4106404625421515e-05
0.3,0.4,1.4156632536964726e-05
0.3,0.45,1.4206607894496707e-05
0.3,0.5,1.4263610195843583e-05
0.3,0.55,1.4330097416886053e-05
0.3,0.6,1.4406770630626761e-05
0.3,0.65,1.4493720440478957e-05
0.3,0.7,1.459085221652038e-05
0.35,0.0,4.151609668489595e-06
