lg_nw,r_nw,t_ox,N_sd,eps_ox
14,2,0.5,1.0e+20,3.9
vgs,vds,ids
0.0,0.0,2.954821351030334e-11
0.0,0.05,3.3214146156423036e-11
0.0,0.1,3.609614874230622e-11
0.0,0.15,3.758881327829381e-11
0.0,0.2,3.8237825861607036e-11
0.0,0.25,3.851662551428846e-11
0.0,0.3,3.865284590710718e-11
0.0,0.35,3.873871321005506e-11
0.0,0.4,3.881015190759575e-11
0.0,0.45,3.888179365800711e-11
0.0,0.5,3.896055621758309e-11
0.0,0.55,3.905066699930255e-11
0.0,0.6,3.9155479879989495e-11
0.0,0.65,3.927811961925987e-11
0.0,0.7,3.942170484281675e-11
0.05,0.0,1.9864626831074528e-10
0.05,0.05,2.2312011796247715e-10
0.05,0.1,2.4531470803867763e-10
0.05,0.15,2.569136001481144e-10
0.05,0.2,2.614108282657939e-10
0.05,0.25,2.627485589574569e-10
0.05,0.3,2.6291758124695563e-10
0.05,0.35,2.6272692435786686e-10
0.05,0.4,2.624816070639703e-10
0.05,0.45,2.622945935174032e-10
0.05,0.5,2.622093144502162e-10
0.05,0.55,2.6224525651498704e-10
0.05,0.6,2.6241453805001046e-10
0.05,0.65,2.627278280079487e-10
0.05,0.7,2.6319640123964236e-10
0.1,0.0,1.2731207790919927e-09
0.1,0.05,1.4560168398909146e-09
0.1,0.1,1.6349558356295213e-09
0.1,0.15,1.7288530040261689e-09
0.1,0.2,1.7618576192011384e-09
0.1,0.25,1.7674498100966388e-09
0.1,0.3,1.7631351239705202e-09
0.1,0.35,1.7560389461649917e-09
0.1,0.4,1.7487803828614575e-09
0.1,0.45,1.742255413758527e-09
0.1,0.5,1.7367391798218433e-09
0.1,0.55,1.73229678310171e-09
0.1,0.6,1.7289322024844775e-09
0.1,0.65,1.7266408733657482e-09
0.1,0.7,1.725427317573937e-09
0.15,0.0,7.69760497971434e-09
0.15,0.05,9.290762750910036e-09
0.15,0.1,1.0810228868893377e-08
0.15,0.15,1.1607770340239667e-08
0.15,0.2,1.1874450293663661e-08
0.15,0.25,1.1897790560807768e-08
0.15,0.3,1.1831347774996122e-08
0.15,0.35,1.1738035760593556e-08
0.15,0.4,1.1640934136082079e-08
0.15,0.45,1.1547813988298455e-08
0.15,0.5,1.1460912447251375e-08
0.15,0.55,1.1380583748068489e-08
0.15,0.6,1.1306623110744484e-08
0.15,0.65,1.1238733155498737e-08
0.15,0.7,1.1176678865257134e-08
0.2,0.0,4.222698756899295e-08
0.2,0.05,5.443809098319573e-08
0.2,0.1,6.55284936764299e-08
0.2,0.15,7.131107082762882e-08
0.2,0.2,7.316442396920631e-08
0.2,0.25,7.319899090795358e-08
0.2,0.3,7.255379052901094e-08
0.2,0.35,7.169716602114322e-08
0.2,0.4,7.080099703867844e-08
0.2,0.45,6.992299423269605e-08
0.2,0.5,6.907951915499837e-08
0.2,0.55,6.827278892569371e-08
0.2,0.6,6.750073640348322e-08
0.2,0.65,6.676048327652068e-08
0.2,0.7,6.604949477253857e-08
0.25,0.0,1.6603791676040806e-07
0.25,0.05,2.3345634346074706e-07
0.25,0.1,2.953289668801005e-07
0.25,0.15,3.286618859173661e-07
0.25,0.2,3.4003299204444875e-07
0.25,0.25,3.410270795957936e-07
0.25,0.3,3.380598169858568e-07
0.25,0.35,3.3379967611589986e-07
0.25,0.4,3.2923568707889845e-07
0.25,0.45,3.2470523078446374e-07
0.25,0.5,3.2030770739342423e-07
0.25,0.55,3.1605978575659037e-07
0.25,0.6,3.1195195474745944e-07
0.25,0.65,3.079686230542963e-07
0.25,0.7,3.040949466923229e-07
0.3,0.0,4.0958088920444537e-07
0.3,0.05,6.276574048806356e-07
0.3,0.1,8.492017292629773e-07
0.3,0.15,9.79100365815033e-07
0.3,0.2,1.029420731636785e-06
0.3,0.25,1.040311653521922e-06
0.3,0.3,1.035611530350917e-06
0.3,0.35,1.0255172073887693e-06
0.3,0.4,1.013888088536574e-06
0.3,0.45,1.0020805979898553e-06
0.3,0.5,9.905226929829312e-07
0.3,0.55,9.79311738875363e-07
0.3,0.6,9.684346500538002e-07
0.3,0.65,9.5784733463215e-07
0.3,0.7,9.475025038222752e-07
0.35,0.0,6.978197440401015e-07
0.35,0.05,1.1400702734440273e-06
0.35,0.1,1.649053375155891e-06
0.35,0.15,1.9767557906222683e-06
0.35,0.2,2.1180196772777235e-06
0.35,0.25,2.1613235942009537e-06
0.35,0.3,2.1644711945808203e-06
0.35,0.35,2.153062724936784e-06
0.35,0.4,2.1370078746636135e-06
0.35,0.45,2.119886151335005e-06
0.35,0.5,2.1028914320252188e-06
0.35,0.55,2.0863509003059524e-06
0.35,0.6,2.070290665764609e-06
0.35,0.65,2.054642634972778e-06
0.35,0.7,2.0393185580021793e-06
0.4,0.0,9.482819666789566e-07
0.4,0.05,1.619772136603949e-06
0.4,0.1,2.4867664873993643e-06
0.4,0.15,3.0939064617135018e-06
0.4,0.2,3.37718089522782e-06
0.4,0.25,3.4800941947346705e-06
0.4,0.3,3.5066927091008083e-06
0.4,0.35,3.5046541891426503e-06
0.4,0.4,3.4928013491209825e-06
0.4,0.45,3.4780774943397276e-06
0.4,0.5,3.462888660755493e-06
0.4,0.55,3.4479682695955623e-06
0.4,0.6,3.4334542371798083e-06
0.4,0.65,3.419286939359155e-06
0.4,0.7,3.4053537678551913e-06
0.45,0.0,1.1330675335662424e-06
0.45,0.05,1.9970196324550364e-06
0.45,0.1,3.233367720350945e-06
0.45,0.15,4.167229946404904e-06
0.45,0.2,4.630768400592737e-06
0.45,0.25,4.817028088004564e-06
0.45,0.3,4.8826302627044616e-06
0.45,0.35,4.901732015481556e-06
0.45,0.4,4.904112223164983e-06
0.45,0.45,4.900932121127537e-06
0.45,0.5,4.896161665703809e-06
0.45,0.55,4.891091173253502e-06
0.45,0.6,4.886041556999165e-06
0.45,0.65,4.881001150759507e-06
0.45,0.7,4.875859383724633e-06
0.5,0.0,1.2562759971634469e-06
0.5,0.05,2.2616511634509987e-06
0.5,0.1,3.843210499187893e-06
0.5,0.15,5.126856214752858e-06
0.5,0.2,5.7985186478487796e-06
0.5,0.25,6.0875524918961106e-06
0.5,0.3,6.205666205057192e-06
0.5,0.35,6.256474577210636e-06
0.5,0.4,6.282234976669019e-06
0.5,0.45,6.298985668609462e-06
0.5,0.5,6.3125362722696525e-06
0.5,0.55,6.324852885563791e-06
0.5,0.6,6.336495745197247e-06
0.5,0.65,6.347532598475594e-06
0.5,0.7,6.357876357497174e-06
0.55,0.0,1.3303290863421995e-06
0.55,0.05,2.4240008407224133e-06
0.55,0.1,4.305805152340877e-06
0.55,0.15,5.9465705841553475e-06
0.55,0.2,6.8477648435819035e-06
0.55,0.25,7.255996657946144e-06
0.55,0.3,7.438211069123405e-06
0.55,0.35,7.529787205861746e-06
0.55,0.4,7.586774767630969e-06
0.55,0.45,7.630670087372346e-06
0.55,0.5,7.669362235996487e-06
0.55,0.55,7.705591354643608e-06
0.55,0.6,7.740198965806164e-06
0.55,0.65,7.773352309083923e-06
0.55,0.7,7.80499959989551e-06
0.6,0.0,1.3673963410342663e-06
0.6,0.05,2.4995884983966424e-06
0.6,0.1,4.6231923641795836e-06
0.6,0.15,6.616231661895604e-06
0.6,0.2,7.763969394162407e-06
0.6,0.25,8.30585522325151e-06
0.6,0.3,8.562287140652034e-06
0.6,0.35,8.702377735625254e-06
0.6,0.4,8.7972391128923e-06
0.6,0.45,8.874397693596537e-06
0.6,0.5,8.944053129748825e-06
0.6,0.55,9.009807698876775e-06
0.6,0.6,9.072815578443916e-06
0.6,0.65,9.133353271528937e-06
0.6,0.7,9.191406415104018e-06
0.65,0.0,1.3775870075314356e-06
0.65,0.05,2.5050886337217196e-06
0.65,0.1,4.803615541022928e-06
0.65,0.15,7.132971616477781e-06
0.65,0.2,8.540529511597272e-06
0.65,0.25,9.229105467901669e-06
0.65,0.3,9.568740721140837e-06
0.65,0.35,9.763995393589874e-06
0.65,0.4,9.902338509368962e-06
0.65,0.45,1.0017923889448844e-05
0.65,0.5,1.012349976298467e-05
0.65,0.55,1.0223615531379825e-05
0.65,0.6,1.0319762190472589e-05
0.65,0.65,1.0412326707585308e-05
0.65,0.7,1.0501325492273252e-05
0.7,0.0,1.368922970988046e-06
0.7,0.05,2.457013947522341e-06
0.7,0.1,4.859804825389149e-06
0.7,0.15,7.498669595155886e-06
0.7,0.2,9.175481485543108e-06
0.7,0.25,1.0022567599619576e-05
0.7,0.3,1.0453464377977588e-05
0.7,0.35,1.0709591138871977e-05
0.7,0.4,1.0896109960245596e-05
0.7,0.45,1.1054440036676098e-05
0.7,0.5,1.120013166936361e-05
0.7,0.55,1.1338767917531463e-05
0.7,0.6,1.1472196186371849e-05
0.7,0.65,1.1600908119222003e-05
0.7,0.7,1.1724936463933413e-05
