lg_nw,r_nw,t_ox,N_sd,eps_ox
14,4,1.5,1.0e+20,22
vgs,vds,ids
0.0,0.0,7.1292391050720314e-09
0.0,0.05,9.446206006126955e-09
0.0,0.1,1.1145440306135408e-08
0.0,0.15,1.2038495323541786e-08
0.0,0.2,1.2491068036631044e-08
0.0,0.25,1.2783604541772019e-08
0.0,0.3,1.3043719926489178e-08
0.0,0.35,1.331983312787858e-08
0.0,0.4,1.3628716290289867e-08
0.0,0.45,1.397584883650207e-08
0.0,0.5,1.4363149096135752e-08
0.0,0.55,1.479176598704083e-08
0.0,0.6,1.5263044887603936e-08
0.0,0.65,1.577883996021008e-08
0.0,0.7,1.6341603325578462e-08
0.05,0.0,4.191140102032524e-08
0.05,0.05,5.457415242136917e-08
0.05,0.1,6.444136846162492e-08
0.05,0.15,6.962269268160632e-08
0.05,0.2,7.211085581718861e-08
0.05,0.25,7.36124479212926e-08
0.05,0.3,7.491738042746596e-08
0.05,0.35,7.632113860089964e-08
0.05,0.4,7.792045701474155e-08
0.05,0.45,7.974156612748606e-08
0.05,0.5,8.178878366129596e-08
0.05,0.55,8.406182178112486e-08
0.05,0.6,8.656156788209607e-08
0.05,0.65,8.929176711540396e-08
0.05,0.7,9.225931839580138e-08
0.1,0.0,1.9737111675132487e-07
0.1,0.05,2.684030812579326e-07
0.1,0.1,3.2614678728261194e-07
0.1,0.15,3.560504088304365e-07
0.1,0.2,3.6905615770077104e-07
0.1,0.25,3.7546585345756085e-07
0.1,0.3,3.8014567625805484e-07
0.1,0.35,3.849291559854929e-07
0.1,0.4,3.904148716968007e-07
0.1,0.45,3.967566037042704e-07
0.1,0.5,4.0396417201448815e-07
0.1,0.55,4.120109385219974e-07
0.1,0.6,4.2086987596463633e-07
0.1,0.65,4.3052413977646017e-07
0.1,0.7,4.409689187490765e-07
0.15,0.0,5.939054158899612e-07
0.15,0.05,8.860477375616028e-07
0.15,0.1,1.1407034744927723e-06
0.15,0.15,1.2741690516936828e-06
0.15,0.2,1.3283831941972868e-06
0.15,0.25,1.349450023431588e-06
0.15,0.3,1.3599258280066153e-06
0.15,0.35,1.3685251449441369e-06
0.15,0.4,1.3782095248011056e-06
0.15,0.45,1.3898224446670002e-06
0.15,0.5,1.4034889956998368e-06
0.15,0.55,1.4191224953668263e-06
0.15,0.6,1.4365988583446156e-06
0.15,0.65,1.455811324283897e-06
0.15,0.7,1.476683486884753e-06
0.2,0.0,1.1674420982033837e-06
0.2,0.05,1.923727372475947e-06
0.2,0.1,2.6399807865092384e-06
0.2,0.15,3.0286151256238557e-06
0.2,0.2,3.185352021421671e-06
0.2,0.25,3.2401534477228276e-06
0.2,0.3,3.2592250990976254e-06
0.2,0.35,3.268800524619337e-06
0.2,0.4,3.2781300562412792e-06
0.2,0.45,3.290096230377924e-06
0.2,0.5,3.3053533834684987e-06
0.2,0.55,3.3238440718731806e-06
0.2,0.6,3.345332071058018e-06
0.2,0.65,3.3695783173354656e-06
0.2,0.7,3.396390530638603e-06
0.25,0.0,1.7606025587000002e-06
0.25,0.05,3.168859845157855e-06
0.25,0.1,4.597163243789892e-06
0.25,0.15,5.3997664738779355e-06
0.25,0.2,5.72911761325312e-06
0.25,0.25,5.843081757476209e-06
0.25,0.3,5.87783511964622e-06
0.25,0.35,5.888437816209294e-06
0.25,0.4,5.894799851868779e-06
0.25,0.45,5.903469904712141e-06
0.25,0.5,5.916228715385511e-06
0.25,0.55,5.933266080829989e-06
0.25,0.6,5.954313234198831e-06
0.25,0.65,5.9790281560115805e-06
0.25,0.7,6.0071138933082285e-06
0.3,0.0,2.3094463856310094e-06
0.3,0.05,4.473485678953698e-06
0.3,0.1,6.794007776164572e-06
0.3,0.15,8.14416218407043e-06
0.3,0.2,8.712769005123556e-06
0.3,0.25,8.91424429315155e-06
0.3,0.3,8.976231034156465e-06
0.3,0.35,8.992604526294588e-06
0.3,0.4,8.997967644444207e-06
0.3,0.45,9.004108140687703e-06
0.3,0.5,9.014556659017188e-06
0.3,0.55,9.030012265611387e-06
0.3,0.6,9.05029588276502e-06
0.3,0.65,9.075028278286971e-06
0.3,0.7,9.103848866134848e-06
0.35,0.0,2.8074475509851327e-06
0.35,0.05,5.764193777946288e-06
0.35,0.1,9.108144336853186e-06
0.35,0.15,1.113725472305726e-05
0.35,0.2,1.2021521314177562e-05
0.35,0.25,1.234689807299943e-05
0.35,0.3,1.245356762028598e-05
0.35,0.35,1.2485305633139563e-05
0.35,0.4,1.249607096519043e-05
0.35,0.45,1.2504736371219156e-05
0.35,0.5,1.2517317594066496e-05
0.35,0.55,1.2535332048609258e-05
0.35,0.6,1.2558834669502696e-05
0.35,0.65,1.2587487336068865e-05
