lg_nw,r_nw,t_ox,N_sd,eps_ox
20,5,1.5,2.0e+20,22
vg,vd,ids
0.7,-0.4,2.3641343041790694e-06
0.696,-0.392,2.3446645343759586e-06
0.692,-0.384,2.325504991383743e-06
0.688,-0.376,2.3066505418865067e-06
0.684,-0.368,2.2880975781700944e-06
0.68,-0.36,2.2698441736013497e-06
0.676,-0.352,2.251890267785114e-06
0.672,-0.344,2.23423788641901e-06
0.668,-0.336,2.2168914017771243e-06
0.664,-0.328,2.1998578408468134e-06
0.66,-0.32,2.1831472494618588e-06
0.656,-0.312,2.1667731223738323e-06
0.652,-0.304,2.1507529111531404e-06
0.648,-0.296,2.1351086242027797e-06
0.644,-0.288,2.119867536121607e-06
0.64,-0.28,2.105063027326779e-06
0.636,-0.272,2.090735579445794e-06
0.632,-0.264,2.0769339577926062e-06
0.628,-0.256,2.063716619619647e-06
0.624,-0.248,2.051153396280782e-06
0.62,-0.24,2.0393275096132047e-06
0.616,-0.232,2.028337998640897e-06
0.612,-0.224,2.0183026533212237e-06
0.608,-0.216,2.0093615791219688e-06
0.604,-0.208,2.0016815519145202e-06
0.6,-0.2,1.9954613699428342e-06
0.596,-0.192,1.9909384724219216e-06
0.592,-0.184,1.9883971778927902e-06
0.588,-0.176,1.9881790067567843e-06
0.584,-0.168,1.9906957004659722e-06
0.58,-0.16,1.996445746146772e-06
0.576,-0.152,2.0060354740501495e-06
0.572,-0.144,2.0202061322915203e-06
0.568,-0.136,2.039868775098454e-06
0.564,-0.128,2.0661493385287845e-06
0.56,-0.12,2.100446916754671e-06
0.556,-0.112,2.1445089499341127e-06
0.552,-0.104,2.2005276691967232e-06
0.548,-0.096,2.2712624398273284e-06
0.544,-0.088,2.36019205083577e-06
0.54,-0.08,2.4716985186529763e-06
0.536,-0.072,2.6112779529274515e-06
0.532,-0.064,2.7857620674023536e-06
0.528,-0.056,3.003513195515576e-06
0.524,-0.048,3.2745244452322554e-06
0.52,-0.04,3.610317722194332e-06
0.516,-0.032,4.0234988067700205e-06
0.512,-0.024,4.526828608595877e-06
0.508,-0.016,5.131741806365762e-06
0.504,-0.008,5.846412534364516e-06
0.5,0.0,6.673698842041592e-06
0.504,0.008,7.720760353044748e-06
0.508,0.016,8.904538514008278e-06
0.512,0.024,1.0218310223401729e-05
0.516,0.032,1.1650406874295462e-05
0.52,0.04,1.3185254939436888e-05
0.524,0.048,1.4804492998918848e-05
0.528,0.056,1.64879873970094e-05
0.532,0.064,1.821472002107038e-05
0.536,0.072,1.9963602694089458e-05
0.54,0.08,2.1714265070079888e-05
0.544,0.088,2.344780857927917e-05
0.548,0.096,2.5147470446209083e-05
0.552,0.104,2.67991277451242e-05
0.556,0.112,2.8391591382696502e-05
0.56,0.12,2.9916677041440123e-05
0.564,0.128,3.136907633416214e-05
0.568,0.136,3.27460755648495e-05
0.572,0.144,3.4047178692352345e-05
0.576,0.152,3.527368807660556e-05
0.58,0.16,3.6428286258072175e-05
0.584,0.168,3.751464901705687e-05
0.588,0.176,3.85371075319192e-05
0.592,0.184,3.950036732884991e-05
0.596,0.192,4.040928443226869e-05
0.6,0.2,4.1268694502089415e-05
0.604,0.208,4.208328826367718e-05
0.608,0.216,4.2857525600508835e-05
0.612,0.224,4.359558074977303e-05
0.616,0.232,4.4301311693284784e-05
0.62,0.24,4.497824776691279e-05
0.624,0.248,4.562959052222744e-05
0.628,0.256,4.625822384518093e-05
0.632,0.264,4.6866730205675936e-05
0.636,0.272,4.74574106532368e-05
0.64,0.28,4.803230678458069e-05
0.644,0.288,4.859322339801194e-05
0.648,0.296,4.914175093245592e-05
0.652,0.304,4.96792870825676e-05
0.656,0.312,5.020705720218469e-05
0.66,0.32,5.0726133271264354e-05
0.664,0.328,5.123745131902006e-05
0.668,0.336,5.1741827278771994e-05
0.672,0.344,5.2239971306517305e-05
0.676,0.352,5.27325006321253e-05
0.68,0.36,5.3219951034595964e-05
0.684,0.368,5.3702787045001025e-05
0.688,0.376,5.4181410985596604e-05
0.692,0.384,5.465617095344469e-05
0.696,0.392,5.512736785337202e-05
0.7,0.4,5.559526157949545e-05
