lg_nw,r_nw,t_ox,N_sd,eps_ox
20,5,1.5,2.0e+20,22
vg,vd,ids
0.5,-0.4,1.6830789874543677e-06
0.496,-0.392,1.66407823538692e-06
0.492,-0.384,1.645493808228482e-06
0.488,-0.376,1.6273136893454438e-06
0.484,-0.368,1.609527042514807e-06
0.48,-0.36,1.592124273304451e-06
0.476,-0.352,1.5750971062193987e-06
0.472,-0.344,1.5584386801199573e-06
0.468,-0.336,1.542143664873388e-06
0.464,-0.328,1.5262084027542632e-06
0.46,-0.32,1.5106310787857106e-06
0.456,-0.312,1.4954119250454692e-06
0.452,-0.304,1.480553464989502e-06
0.448,-0.296,1.4660608051254912e-06
0.444,-0.288,1.451941982970173e-06
0.44,-0.28,1.4382083822405658e-06
0.436,-0.272,1.4248752287819762e-06
0.432,-0.264,1.4119621839846785e-06
0.428,-0.256,1.3994940565978354e-06
0.424,-0.248,1.387501659190127e-06
0.42,-0.24,1.3760228423977145e-06
0.416,-0.232,1.3651037490210719e-06
0.412,-0.224,1.3548003416148415e-06
0.408,-0.216,1.3451802722833692e-06
0.404,-0.208,1.3363251830248742e-06
0.4,-0.2,1.3283335505448626e-06
0.396,-0.192,1.3213242227513264e-06
0.392,-0.184,1.315440837349906e-06
0.388,-0.176,1.31085736872367e-06
0.384,-0.168,1.3077851205980432e-06
0.38,-0.16,1.3064815718358232e-06
0.376,-0.152,1.3072615931856074e-06
0.372,-0.144,1.3105116833221371e-06
0.368,-0.136,1.3167080161675654e-06
0.364,-0.128,1.326439228411637e-06
0.36,-0.12,1.340434961903411e-06
0.356,-0.112,1.3596011219807377e-06
0.352,-0.104,1.3850624588792292e-06
0.348,-0.096,1.418212152523976e-06
0.344,-0.088,1.4607661567209204e-06
0.34,-0.08,1.514816547725723e-06
0.336,-0.072,1.5828723547140865e-06
0.332,-0.064,1.6678678905011976e-06
0.328,-0.056,1.7731079817228046e-06
0.324,-0.048,1.9021094826596708e-06
0.32,-0.04,2.0582955005504097e-06
0.316,-0.032,2.244513242957458e-06
0.312,-0.024,2.4623889484630285e-06
0.308,-0.016,2.7116051928982685e-06
0.304,-0.008,2.989266590673926e-06
0.3,0.0,3.289565479089435e-06
0.304,0.008,3.7890709849739744e-06
0.308,0.016,4.3492087447708705e-06
0.312,0.024,4.964688489112823e-06
0.316,0.032,5.627748915928676e-06
0.32,0.04,6.329002810358854e-06
0.324,0.048,7.058375637010112e-06
0.328,0.056,7.805952388289086e-06
0.332,0.064,8.56261961814474e-06
0.336,0.072,9.320468930941699e-06
0.34,0.08,1.0072985478063317e-05
0.344,0.088,1.0815072448268055e-05
0.348,0.096,1.1542966681965823e-05
0.352,0.104,1.2254092130339168e-05
0.356,0.112,1.294688552991017e-05
0.36,0.12,1.3620617147230375e-05
0.364,0.128,1.427522050738339e-05
0.368,0.136,1.4911138737895238e-05
0.372,0.144,1.5529191002415795e-05
0.376,0.152,1.6130459857504262e-05
0.38,0.16,1.6716198753608143e-05
0.384,0.168,1.7287757976364903e-05
0.388,0.176,1.7846526858150713e-05
0.392,0.184,1.8393889928531347e-05
0.396,0.192,1.8931194709274656e-05
0.4,0.2,1.9459729018784943e-05
0.404,0.208,1.9980705877519005e-05
0.408,0.216,2.049525436143824e-05
0.412,0.224,2.100441500852351e-05
0.416,0.232,2.150913862710022e-05
0.42,0.24,2.2010287574629373e-05
0.424,0.248,2.2508638767351423e-05
0.428,0.256,2.300488784383485e-05
0.432,0.264,2.3499654040444253e-05
0.436,0.272,2.3993485446573644e-05
0.44,0.28,2.4486864395386315e-05
0.444,0.288,2.4980212815034314e-05
0.448,0.296,2.547389741906862e-05
0.452,0.304,2.5968234655844133e-05
0.456,0.312,2.646349536765443e-05
0.46,0.32,2.6959909133225303e-05
0.464,0.328,2.7457668283799418e-05
0.468,0.336,2.7956931594790264e-05
0.472,0.344,2.8457827663024097e-05
0.476,0.352,2.896045798483846e-05
0.48,0.36,2.946489975348094e-05
0.484,0.368,2.9971208395906683e-05
0.488,0.376,3.0479419869647396e-05
0.492,0.384,3.098955274022762e-05
0.496,0.392,3.150161005890177e-05
0.5,0.4,3.201558105944226e-05
