lg_nw,r_nw,t_ox,N_sd,eps_ox
10,2,0.5,5.0e+19,3.9
vg,vd,ids
0.3,-0.4,4.6544026064884657e-07
0.296,-0.392,4.43363427670508e-07
0.292,-0.384,4.213775184213628e-07
0.288,-0.376,3.9954868427635016e-07
0.284,-0.368,3.779447362462205e-07
0.28,-0.36,3.566342013696872e-07
0.276,-0.352,3.3568530444357577e-07
0.272,-0.344,3.151649020300454e-07
0.268,-0.336,2.9513740004129706e-07
0.264,-0.328,2.756636892828947e-07
0.26,-0.32,2.568001347883572e-07
0.256,-0.312,2.385976543463611e-07
0.252,-0.304,2.2110091918590387e-07
0.248,-0.296,2.043477053812132e-07
0.244,-0.288,1.8836841837316724e-07
0.24,-0.28,1.7318580544514385e-07
0.236,-0.272,1.5881486253925983e-07
0.232,-0.264,1.4526293304217162e-07
0.228,-0.256,1.3252998772654853e-07
0.224,-0.248,1.2060906749051212e-07
0.22,-0.24,1.0948686438702512e-07
0.216,-0.232,9.914441203340325e-08
0.212,-0.224,8.955785402385819e-08
0.208,-0.216,8.069925844340517e-08
0.204,-0.208,7.25374478409386e-08
0.2,-0.2,6.503881676668655e-08
0.196,-0.192,5.81681128215507e-08
0.192,-0.184,5.1889161659856874e-08
0.188,-0.176,4.6165521085637354e-08
0.184,-0.168,4.0961053876441904e-08
0.18,-0.16,3.624041292166299e-08
0.176,-0.152,3.196943544098724e-08
0.172,-0.144,2.8115445349306667e-08
0.168,-0.136,2.464746431166659e-08
0.164,-0.128,2.15363329288075e-08
0.16,-0.12,1.8754744268439017e-08
0.156,-0.112,1.62771932812894e-08
0.152,-0.104,1.407984832700816e-08
0.148,-0.096,1.2140355831181381e-08
0.144,-0.088,1.0437596296895624e-08
0.14,-0.08,8.951418815587196e-09
0.136,-0.072,7.662389735693491e-09
0.132,-0.064,6.551595728668067e-09
0.128,-0.056,5.600538209972796e-09
0.124,-0.048,4.791142576186947e-09
0.12,-0.04,4.105883376755267e-09
0.116,-0.032,3.5280011650846404e-09
0.112,-0.024,3.0417667269234697e-09
0.108,-0.016,2.63274056999925e-09
0.104,-0.008,2.2879817943773874e-09
0.1,0.0,1.9961767738576307e-09
0.104,0.008,2.3903431433909903e-09
0.108,0.016,2.8560742160375458e-09
0.112,0.024,3.4059278750250555e-09
0.116,0.032,4.054504303945984e-09
0.12,0.04,4.818678886684545e-09
0.124,0.048,5.717864988647931e-09
0.128,0.056,6.7743174925391306e-09
0.132,0.064,8.013484917255746e-09
0.136,0.072,9.464413143637717e-09
0.14,0.08,1.1160197983570774e-08
0.144,0.088,1.3138477821678809e-08
0.148,0.096,1.544195190091306e-08
0.152,0.104,1.811890482505444e-08
0.156,0.112,2.1223713608354236e-08
0.16,0.12,2.4817310108179716e-08
0.164,0.128,2.8967568940616644e-08
0.168,0.136,3.3749589112142794e-08
0.172,0.144,3.9245836841093447e-08
0.176,0.152,4.5546117729513046e-08
0.18,0.16,5.274734895191342e-08
0.184,0.168,6.095310677255148e-08
0.188,0.176,7.027293166646926e-08
0.192,0.184,8.082138256631964e-08
0.196,0.192,9.271684298973786e-08
0.2,0.2,1.0608009445062935e-07
0.204,0.208,1.2103268580853458e-07
0.208,0.216,1.3769514007481704e-07
0.212,0.224,1.5618505161049242e-07
0.216,0.232,1.7661513560137906e-07
0.22,0.24,1.9909129733226997e-07
0.224,0.248,2.237107905246142e-07
0.228,0.256,2.5056053161664047e-07
0.232,0.264,2.797156304873213e-07
0.236,0.272,3.112381882453499e-07
0.24,0.28,3.451764001026813e-07
0.244,0.288,3.8156398700941323e-07
0.248,0.296,4.2041996471225754e-07
0.252,0.304,4.617487442602812e-07
0.256,0.312,5.055405446480014e-07
0.26,0.32,5.517720869937815e-07
0.264,0.328,6.004075309023353e-07
0.268,0.336,6.513996077062848e-07
0.272,0.344,7.046909021417694e-07
0.276,0.352,7.60215233504928e-07
0.28,0.36,8.178990891261482e-07
0.284,0.368,8.776630666535464e-07
0.288,0.376,9.394232866751274e-07
0.292,0.384,1.0030927431461265e-06
0.296,0.392,1.0685825654731882e-06
0.3,0.4,1.135803172547543e-06
