lg_nw,r_nw,t_ox,N_sd,eps_ox
10,2,1.5,1.0e+20,3.9
vgs,vds,ids
0.0,0.0,1.1987655190919816e-10
0.0,0.05,1.6195448155275475e-10
0.0,0.1,1.9362513653607502e-10
0.0,0.15,2.138273476826598e-10
0.0,0.2,2.2798798188195948e-10
0.0,0.25,2.4007068656620386e-10
0.0,0.3,2.5199586688113413e-10
0.0,0.35,2.6460636686647207e-10
0.0,0.4,2.782892402962591e-10
0.0,0.45,2.932541129352993e-10
0.0,0.5,3.0964560378333636e-10
0.0,0.55,3.2758724116588394e-10
0.0,0.6,3.471984443644996e-10
0.0,0.65,3.6860108800249933e-10
0.0,0.7,3.9192207270154566e-10
0.05,0.0,7.738024437993658e-10
0.05,0.05,9.493270431221416e-10
0.05,0.1,1.0902129572389818e-09
0.05,0.15,1.1842985147586438e-09
0.05,0.2,1.2525946336317678e-09
0.05,0.25,1.3125697408883695e-09
0.05,0.3,1.3730415853401038e-09
0.05,0.35,1.4380010918752268e-09
0.05,0.4,1.5093903166421363e-09
0.05,0.45,1.588377918154061e-09
0.05,0.5,1.6758771621113944e-09
0.05,0.55,1.7727481240241239e-09
0.05,0.6,1.879875298767811e-09
0.05,0.65,1.9981966323488547e-09
0.05,0.7,2.1287134069463018e-09
0.1,0.0,4.91305370031406e-09
0.1,0.05,5.533037687560773e-09
0.1,0.1,6.1362816615990615e-09
0.1,0.15,6.5757757685981445e-09
0.1,0.2,6.909003797246307e-09
0.1,0.25,7.208791974404177e-09
0.1,0.3,7.514795354260159e-09
0.1,0.35,7.84524612044302e-09
0.1,0.4,8.209051116604995e-09
0.1,0.45,8.611675630868849e-09
0.1,0.5,9.057569849728665e-09
0.1,0.55,9.551123555174008e-09
0.1,0.6,1.009704016983626e-08
0.1,0.65,1.0700486634927549e-08
0.1,0.7,1.1367156282825196e-08
0.15,0.0,2.494648956969101e-08
0.15,0.05,2.841051192151193e-08
0.15,0.1,3.176650741809065e-08
0.15,0.15,3.40655105788629e-08
0.15,0.2,3.5610627427264684e-08
0.15,0.25,3.6857624927054285e-08
0.15,0.3,3.805730052951397e-08
0.15,0.35,3.9318929503172924e-08
0.15,0.4,4.0688804820884416e-08
0.15,0.45,4.218924916729649e-08
0.15,0.5,4.3834659231174226e-08
0.15,0.55,4.563772822532118e-08
0.15,0.6,4.761182427724756e-08
0.15,0.65,4.9771915269864134e-08
0.15,0.7,5.213495747221595e-08
0.2,0.0,9.302223412032324e-08
0.2,0.05,1.1514350398590185e-07
0.2,0.1,1.3514861010099603e-07
0.2,0.15,1.4737654561347873e-07
0.2,0.2,1.5387413366240242e-07
0.2,0.25,1.5779004152742285e-07
0.2,0.3,1.608611815601152e-07
0.2,0.35,1.6382145369349586e-07
0.2,0.4,1.6695412373375544e-07
0.2,0.45,1.703677938969445e-07
0.2,0.5,1.741089182295562e-07
0.2,0.55,1.78204681932288e-07
0.2,0.6,1.8267889080452628e-07
0.2,0.65,1.875577733964525e-07
0.2,0.7,1.928721084836451e-07
0.25,0.0,2.4835512342553366e-07
0.25,0.05,3.3042248757812353e-07
0.25,0.1,4.0957987064952736e-07
0.25,0.15,4.576470362267734e-07
0.25,0.2,4.800453686708301e-07
0.25,0.25,4.900496164404484e-07
0.25,0.3,4.954239295547024e-07
0.25,0.35,4.99483721168191e-07
0.25,0.4,5.034915215538077e-07
0.25,0.45,5.079051044579202e-07
0.25,0.5,5.1288910009584e-07
0.25,0.55,5.185089677838487e-07
0.25,0.6,5.248021313153985e-07
0.25,0.65,5.318034518149685e-07
0.25,0.7,5.395541053554458e-07
0.3,0.0,4.842560538009738e-07
0.3,0.05,6.70406963216665e-07
0.3,0.1,8.720873701969434e-07
0.3,0.15,1.0014014929234389e-06
0.3,0.2,1.06047730874123e-06
0.3,0.25,1.0834899909108922e-06
0.3,0.3,1.092261806737287e-06
0.3,0.35,1.0963506472727419e-06
0.3,0.4,1.0994273833075603e-06
0.3,0.45,1.1028224229403157e-06
0.3,0.5,1.10700205107733e-06
0.3,0.55,1.112130035932007e-06
0.3,0.6,1.1182736533043692e-06
0.3,0.65,1.125477477745616e-06
0.3,0.7,1.1337890411432483e-06
0.35,0.0,7.348854639817506e-07
0.35,0.05,1.0459960939596844e-06
0.35,0.1,1.4282919394757748e-06
0.35,0.15,1.6915392579877863e-06
0.35,0.2,1.81489904643898e-06
0.35,0.25,1.862034921613352e-06
0.35,0.3,1.8779192506930415e-06
0.35,0.35,1.882837369464367e-06
0.35,0.4,1.8846845508628634e-06
0.35,0.45,1.8863524809238214e-06
0.35,0.5,1.8888649935479943e-06
0.35,0.55,1.892579264145734e-06
0.35,0.6,1.8976282762544755e-06
0.35,0.65,1.904080147239587e-06
0.35,0.7,1.9119940404976124e-06
0.4,0.0,9.44060793008621e-07
0.4,0.05,1.3811704464318766e-06
0.4,0.1,1.986053267991131e-06
0.4,0.15,2.434056011924064e-06
0.4,0.2,2.6520561036832677e-06
0.4,0.25,2.7372023289146742e-06
0.4,0.3,2.7661808185700277e-06
0.4,0.35,2.774651853761681e-06
0.4,0.4,2.7766914085771117e-06
0.4,0.45,2.7775170700607966e-06
0.4,0.5,2.7790069324116654e-06
0.4,0.55,2.7818313863605357e-06
0.4,0.6,2.7862425095020348e-06
0.4,0.65,2.7923600935361394e-06
0.4,0.7,2.800273090097863e-06
0.45,0.0,1.09732350981993e-06
0.45,0.05,1.6484724211819293e-06
0.45,0.1,2.4987078038049633e-06
0.45,0.15,3.175441529044083e-06
0.45,0.2,3.518391260423995e-06
0.45,0.25,3.656743171113646e-06
0.45,0.3,3.7061538585472293e-06
0.45,0.35,3.722135250844278e-06
0.45,0.4,3.726911016420123e-06
0.45,0.45,3.728813593062895e-06
0.45,0.5,3.7308903107654933e-06
0.45,0.55,3.7342578339227118e-06
0.45,0.6,3.73935123245565e-06
0.45,0.65,3.7463793089085086e-06
0.45,0.7,3.755487660109404e-06
0.5,0.0,1.2019524662824531e-06
0.5,0.05,1.8445581343722513e-06
0.5,0.1,2.940891426528692e-06
0.5,0.15,3.879027922885451e-06
0.5,0.2,4.374877212837622e-06
0.5,0.25,4.581871643957507e-06
0.5,0.3,4.659828106009748e-06
0.5,0.35,4.688116923231514e-06
0.5,0.4,4.6989749673397845e-06
0.5,0.45,4.704617242437638e-06
0.5,0.5,4.709572200255209e-06
0.5,0.55,4.715536853405715e-06
0.5,0.6,4.723194999453397e-06
0.5,0.65,4.732883726553603e-06
0.5,0.7,4.744834070789988e-06
0.55,0.0,1.2690720251114667e-06
0.55,0.05,1.973016189355179e-06
0.55,0.1,3.2937662958551055e-06
0.55,0.15,4.511280787364023e-06
0.55,0.2,5.183744685597131e-06
0.55,0.25,5.474215327246048e-06
0.55,0.3,5.589152842929927e-06
0.55,0.35,5.635085523954878e-06
0.55,0.4,5.6559440120874895e-06
0.55,0.45,5.668538636506136e-06
0.55,0.5,5.679171192844516e-06
0.55,0.55,5.690244006104029e-06
0.55,0.6,5.702749684540858e-06
0.55,0.65,5.717188485240908e-06
0.55,0.7,5.733901796547172e-06
0.6,0.0,1.3081980180071388e-06
0.6,0.05,2.040445244437691e-06
0.6,0.1,3.544757297797643e-06
0.6,0.15,5.04349751130092e-06
0.6,0.2,5.910862378612141e-06
0.6,0.25,6.298431726152341e-06
0.6,0.3,6.4587239102808035e-06
0.6,0.35,6.52788769060731e-06
0.6,0.4,6.563003336390561e-06
0.6,0.45,6.586118329476194e-06
0.6,0.5,6.605571352777789e-06
0.6,0.55,6.6245794716812405e-06
0.6,0.6,6.644493359454324e-06
0.6,0.65,6.666002500482309e-06
0.6,0.7,6.68957572874917e-06
0.65,0.0,1.3268082584391455e-06
0.65,0.05,2.056058656893278e-06
0.65,0.1,3.68985581975775e-06
0.65,0.15,5.455939711985265e-06
0.65,0.2,6.530467346503707e-06
0.65,0.25,7.02714672455544e-06
0.65,0.3,7.240803119206611e-06
0.65,0.35,7.338784234167452e-06
0.65,0.4,7.392542671935469e-06
0.65,0.45,7.429930854910869e-06
0.65,0.5,7.461556005444789e-06
0.65,0.55,7.4915404459084965e-06
0.65,0.6,7.521628143173777e-06
0.65,0.65,7.552712208219553e-06
0.65,0.7,7.585395789387329e-06
0.7,0.0,1.3307829055827216e-06
0.7,0.05,2.0308941729821948e-06
0.7,0.1,3.733841999606838e-06
0.7,0.15,5.739273602280341e-06
0.7,0.2,7.026951830275407e-06
0.7,0.25,7.642851021243592e-06
0.7,0.3,7.917265515624988e-06
0.7,0.35,8.049429812074104e-06
0.7,0.4,8.126163098113455e-06
0.7,0.45,8.181619061395989e-06
0.7,0.5,8.228872968750467e-06
0.7,0.55,8.273022394682212e-06
0.7,0.6,8.31622377999256e-06
0.7,0.65,8.359574637750138e-06
0.7,0.7,8.403807401904179e-06
