lg_nw,r_nw,t_ox,N_sd,eps_ox
10,2,0.5,5.0e+19,3.9
vg,vd,ids
0.5,-0.4,9.935047368843949e-07
0.496,-0.392,9.860689572241803e-07
0.492,-0.384,9.785308841817867e-07
0.488,-0.376,9.708803539370381e-07
0.484,-0.368,9.631070656823332e-07
0.48,-0.36,9.552006098720566e-07
0.476,-0.352,9.471505018843994e-07
0.472,-0.344,9.389462220128187e-07
0.468,-0.336,9.305772628289654e-07
0.464,-0.328,9.220331850962998e-07
0.46,-0.32,9.133036835648192e-07
0.456,-0.312,9.043786641413837e-07
0.452,-0.304,8.952483341064407e-07
0.448,-0.296,8.859033072337397e-07
0.444,-0.288,8.763347258609252e-07
0.44,-0.28,8.665344021489535e-07
0.436,-0.272,8.564949809468427e-07
0.432,-0.264,8.46210126830727e-07
0.428,-0.256,8.356747379912644e-07
0.424,-0.248,8.248851896722558e-07
0.42,-0.24,8.138396097762798e-07
0.416,-0.232,8.025381889975659e-07
0.412,-0.224,7.909835273502911e-07
0.408,-0.216,7.791810181445149e-07
0.404,-0.208,7.671392692150605e-07
0.4,-0.2,7.548705594016152e-07
0.396,-0.192,7.423913257637416e-07
0.392,-0.184,7.297226736337375e-07
0.388,-0.176,7.168908972093664e-07
0.384,-0.168,7.039279928463228e-07
0.38,-0.16,6.908721404830343e-07
0.376,-0.152,6.777681208179846e-07
0.372,-0.144,6.646676272938372e-07
0.368,-0.136,6.516294232978112e-07
0.364,-0.128,6.387192873941763e-07
0.36,-0.12,6.260096845318614e-07
0.356,-0.112,6.135791012063048e-07
0.352,-0.104,6.015109899672812e-07
0.348,-0.096,5.898922855643596e-07
0.344,-0.088,5.788114819337062e-07
0.34,-0.08,5.6835629311351e-07
0.336,-0.072,5.586109528272319e-07
0.332,-0.064,5.49653219101096e-07
0.328,-0.056,5.4155111527082e-07
0.324,-0.048,5.343593272599584e-07
0.32,-0.04,5.281149721912922e-07
0.316,-0.032,5.228321806667763e-07
0.312,-0.024,5.184946991191928e-07
0.308,-0.016,5.150457256026092e-07
0.304,-0.008,5.123747165712463e-07
0.3,0.0,5.103021572547221e-07
0.304,0.008,5.553741835875512e-07
0.308,0.016,6.053882200223948e-07
0.312,0.024,6.609078043206049e-07
0.316,0.032,7.224425587863048e-07
0.32,0.04,7.90393847650022e-07
0.324,0.048,8.650019099994967e-07
0.328,0.056,9.463032342816812e-07
0.332,0.064,1.0341060279671233e-06
0.336,0.072,1.1279887154427497e-06
0.34,0.08,1.227322167995727e-06
0.344,0.088,1.331312015122579e-06
0.348,0.096,1.4390541125225557e-06
0.352,0.104,1.5495948090449316e-06
0.356,0.112,1.6619881461989104e-06
0.36,0.12,1.7753440396102234e-06
0.364,0.128,1.8888640544189182e-06
0.368,0.136,2.0018638667052852e-06
0.372,0.144,2.1137834223040253e-06
0.376,0.152,2.224186980588116e-06
0.38,0.16,2.3327557120629182e-06
0.384,0.168,2.4392754775611966e-06
0.388,0.176,2.543622057491842e-06
0.392,0.184,2.6457455990029784e-06
0.396,0.192,2.745655532979529e-06
0.4,0.2,2.8434067555022425e-06
0.404,0.208,2.9390875025706344e-06
0.408,0.216,3.0328090778989533e-06
0.412,0.224,3.124697411421969e-06
0.416,0.232,3.2148863141985158e-06
0.42,0.24,3.303512235982705e-06
0.424,0.248,3.3907103089804933e-06
0.428,0.256,3.4766114623651086e-06
0.432,0.264,3.5613404073053946e-06
0.436,0.272,3.6450143147047084e-06
0.44,0.28,3.7277420329722413e-06
0.444,0.288,3.8096237180862235e-06
0.448,0.296,3.890750771320473e-06
0.452,0.304,3.971206000481735e-06
0.456,0.312,4.051063938073462e-06
0.46,0.32,4.130391264510445e-06
0.464,0.328,4.209247296587867e-06
0.468,0.336,4.287684511169217e-06
0.472,0.344,4.365749081836137e-06
0.476,0.352,4.443481412364993e-06
0.48,0.36,4.520916655656338e-06
0.484,0.368,4.598085210403674e-06
0.488,0.376,4.675013190567528e-06
0.492,0.384,4.751722864805203e-06
0.496,0.392,4.828233064543314e-06
0.5,0.4,4.904559560495478e-06
