lg_nw,r_nw,t_ox,N_sd,eps_ox
14,4,0.5,2.0e+20,22
vgs,vds,ids
0.0,0.0,2.8276568878110875e-09
0.0,0.05,3.9633873632286445e-09
0.0,0.1,4.715208654207959e-09
0.0,0.15,5.066420973723596e-09
0.0,0.2,5.213226278669542e-09
0.0,0.25,5.285005293316969e-09
0.0,0.3,5.337620230929085e-09
0.0,0.35,5.391583732299314e-09
0.0,0.4,5.453642672162386e-09
0.0,0.45,5.525666069968702e-09
0.0,0.5,5.607958907224249e-09
0.0,0.55,5.700440399588635e-09
0.0,0.6,5.803042212861566e-09
0.0,0.65,5.9158297535201285e-09
0.0,0.7,6.039029249469392e-09
0.05,0.0,1.645261735819125e-08
0.05,0.05,2.294166781411484e-08
0.05,0.1,2.742084720931175e-08
0.05,0.15,2.9520579467203493e-08
0.05,0.2,3.037293884032398e-08
0.05,0.25,3.07724440206454e-08
0.05,0.3,3.1064999052546725e-08
0.05,0.35,3.137558015515261e-08
0.05,0.4,3.174305062150057e-08
0.05,0.45,3.2176111283183756e-08
0.05,0.5,3.267409470684699e-08
0.05,0.55,3.32342693589066e-08
0.05,0.6,3.38542343841614e-08
0.05,0.65,3.453258622429138e-08
0.05,0.7,3.5269007488745795e-08
0.1,0.0,9.109776931747358e-08
0.1,0.05,1.263937124000935e-07
0.1,0.1,1.5158809775068e-07
0.1,0.15,1.6335042412892913e-07
0.1,0.2,1.6790429113569769e-07
0.1,0.25,1.6981832227723547e-07
0.1,0.3,1.7109558627275254e-07
0.1,0.35,1.7245629528322741e-07
0.1,0.4,1.741192693468922e-07
0.1,0.45,1.7612798658969966e-07
0.1,0.5,1.7847171807987414e-07
0.1,0.55,1.8112789371451548e-07
0.1,0.6,1.8407583103357825e-07
0.1,0.65,1.873004137149196e-07
0.1,0.7,1.9079242894771297e-07
0.15,0.0,3.739955247366296e-07
0.15,0.05,5.456092511056828e-07
0.15,0.1,6.723192746167165e-07
0.15,0.15,7.312083392669485e-07
0.15,0.2,7.525503215699685e-07
0.15,0.25,7.595640355737138e-07
0.15,0.3,7.625627908344707e-07
0.15,0.35,7.653116079667041e-07
0.15,0.4,7.689936718009209e-07
0.15,0.45,7.738765189351579e-07
0.15,0.5,7.799344179304339e-07
0.15,0.55,7.870678647300372e-07
0.15,0.6,7.951760516733956e-07
0.15,0.65,8.04177413413866e-07
0.15,0.7,8.140126577661177e-07
0.2,0.0,9.919457983456874e-07
0.2,0.05,1.5861865733670766e-06
0.2,0.1,2.0521268029380825e-06
0.2,0.15,2.2738467954669788e-06
0.2,0.2,2.3530773029193467e-06
0.2,0.25,2.375124675249665e-06
0.2,0.3,2.3789480134685954e-06
0.2,0.35,2.3791622858957275e-06
0.2,0.4,2.380617625615351e-06
0.2,0.45,2.384627554187071e-06
0.2,0.5,2.3913212609772104e-06
0.2,0.55,2.4004853783707733e-06
0.2,0.6,2.4118503581893244e-06
0.2,0.65,2.425178597626882e-06
0.2,0.7,2.4402841946848365e-06
0.25,0.0,1.831329431988347e-06
0.25,0.05,3.211746918865443e-06
0.25,0.1,4.368153068432215e-06
0.25,0.15,4.940113932714271e-06
0.25,0.2,5.1499983231185615e-06
0.25,0.25,5.208276099861086e-06
0.25,0.3,5.214524059221167e-06
0.25,0.35,5.2070746567848184e-06
0.25,0.4,5.199178876652545e-06
0.25,0.45,5.194835983253845e-06
0.25,0.5,5.19484750756005e-06
0.25,0.55,5.199011417226089e-06
0.25,0.6,5.206885700320893e-06
0.25,0.65,5.218036618405782e-06
0.25,0.7,5.23210622345983e-06
0.3,0.0,2.718983656532599e-06
0.3,0.05,5.143627242902603e-06
0.3,0.1,7.296656587374623e-06
0.3,0.15,8.406864007655229e-06
0.3,0.2,8.829718896203586e-06
0.3,0.25,8.953807404517084e-06
0.3,0.3,8.970588910450627e-06
0.3,0.35,8.955515097543478e-06
0.3,0.4,8.93540631757822e-06
0.3,0.45,8.918867847997359e-06
0.3,0.5,8.90807685498573e-06
0.3,0.55,8.903097669136929e-06
0.3,0.6,8.90340631785098e-06
0.3,0.65,8.908402801792977e-06
0.3,0.7,8.917564365856114e-06
0.35,0.0,3.5831706019811304e-06
0.35,0.05,7.187812715616987e-06
0.35,0.1,1.0575830637927633e-05
0.35,0.15,1.2408503244607477e-05
0.35,0.2,1.3136788288692676e-05
0.35,0.25,1.3365352384477023e-05
0.35,0.3,1.340800939917204e-05
0.35,0.35,1.339156820494332e-05
0.35,0.4,1.3362116016312683e-05
