lg_nw,r_nw,t_ox,N_sd,eps_ox
16,4,1,1.0e+20,22
vgs,vds,ids
0.0,0.0,5.368933646884758e-09
0.0,0.05,7.279966344782604e-09
0.0,0.1,8.61628129320833e-09
0.0,0.15,9.22755615644218e-09
0.0,0.2,9.449566639087035e-09
0.0,0.25,9.53091080613134e-09
0.0,0.3,9.580320442066872e-09
0.0,0.35,9.636332126440472e-09
0.0,0.4,9.710277953704044e-09
0.0,0.45,9.804121111103995e-09
0.0,0.5,9.917009976617168e-09
0.0,0.55,1.0047539305425857e-08
0.0,0.6,1.0194468704017281e-08
0.0,0.65,1.035690658892317e-08
0.0,0.7,1.0534319606582087e-08
0.05,0.0,3.4404346556452206e-08
0.05,0.05,4.514169659488223e-08
0.05,0.1,5.307224534117354e-08
0.05,0.15,5.663916820083494e-08
0.05,0.2,5.777938140743503e-08
0.05,0.25,5.806444508637016e-08
0.05,0.3,5.818790525888863e-08
0.05,0.35,5.838916620825444e-08
0.05,0.4,5.873211371175408e-08
0.05,0.45,5.922157023550048e-08
0.05,0.5,5.98457533820341e-08
0.05,0.55,6.059061223745628e-08
0.05,0.6,6.144415098272874e-08
0.05,0.65,6.239734661553429e-08
0.05,0.7,6.344399718782388e-08
0.1,0.0,1.7874777482714928e-07
0.1,0.05,2.411962990839486e-07
0.1,0.1,2.8979909956325894e-07
0.1,0.15,3.119151264843282e-07
0.1,0.2,3.185760268020387e-07
0.1,0.25,3.195372826422466e-07
0.1,0.3,3.1920277103635e-07
0.1,0.35,3.1911981422192377e-07
0.1,0.4,3.197173072511821e-07
0.1,0.45,3.2104249192520006e-07
0.1,0.5,3.230315485138458e-07
0.1,0.55,3.256016962083279e-07
0.1,0.6,3.286794522270169e-07
0.1,0.65,3.3220705116839627e-07
0.1,0.7,3.3614191682912763e-07
0.15,0.0,5.811163342313498e-07
0.15,0.05,8.625709793008876e-07
0.15,0.1,1.1005504935468398e-06
0.15,0.15,1.2154395807624847e-06
0.15,0.2,1.2526362595567548e-06
0.15,0.25,1.2587796312964042e-06
0.15,0.3,1.2558911464159463e-06
0.15,0.35,1.2520878580516496e-06
0.15,0.4,1.2498808540814582e-06
0.15,0.45,1.2497955462594797e-06
0.15,0.5,1.2517289743459946e-06
0.15,0.55,1.2554247986596884e-06
0.15,0.6,1.2606277473361959e-06
0.15,0.65,1.2671259828032034e-06
0.15,0.7,1.2747562073893395e-06
0.2,0.0,1.1892040357611575e-06
0.2,0.05,1.9665777216148683e-06
0.2,0.1,2.6907005037392236e-06
0.2,0.15,3.0655175247753542e-06
0.2,0.2,3.1988220346692647e-06
0.2,0.25,3.229053380524094e-06
0.2,0.3,3.2251251959791746e-06
0.2,0.35,3.2135528871558315e-06
0.2,0.4,3.2031946028372567e-06
0.2,0.45,3.1964500151017505e-06
0.2,0.5,3.1935513302452585e-06
0.2,0.55,3.1941017625632137e-06
0.2,0.6,3.1975980224713157e-06
0.2,0.65,3.2035907544761607e-06
0.2,0.7,3.2117205003504306e-06
0.25,0.0,1.8265829290445523e-06
0.25,0.05,3.316764410212533e-06
0.25,0.1,4.817292147967333e-06
0.25,0.15,5.638218662839859e-06
0.25,0.2,5.950937674015856e-06
0.25,0.25,6.036446714213123e-06
0.25,0.3,6.04134907286395e-06
0.25,0.35,6.023835365454121e-06
0.25,0.4,6.004234071306294e-06
0.25,0.45,5.988713178435439e-06
0.25,0.5,5.9785238330183814e-06
0.25,0.55,5.973369158799897e-06
0.25,0.6,5.972578148854955e-06
0.25,0.65,5.9754875356675865e-06
0.25,0.7,5.981545876800552e-06
0.3,0.0,2.418760049790662e-06
0.3,0.05,4.734418763073252e-06
0.3,0.1,7.215101997934045e-06
0.3,0.15,8.63894243304669e-06
0.3,0.2,9.211558230850116e-06
0.3,0.25,9.387860436118307e-06
0.3,0.3,9.417141198246552e-06
0.3,0.35,9.401063751753539e-06
0.3,0.4,9.37622539185712e-06
0.3,0.45,9.354447713909676e-06
0.3,0.5,9.33875665227984e-06
0.3,0.55,9.329278479596693e-06
0.3,0.6,9.3253286147533e-06
0.3,0.65,9.326114378133097e-06
0.3,0.7,9.330945411177244e-06
0.35,0.0,2.956824157855904e-06
0.35,0.05,6.131740777094783e-06
0.35,0.1,9.736370414603366e-06
0.35,0.15,1.1915429337182234e-05
0.35,0.2,1.2838918924142181e-05
0.35,0.25,1.3150484510834358e-05
0.35,0.3,1.3226270748539604e-05
0.35,0.35,1.3224348127978838e-05
0.35,0.4,1.3203064477925007e-05
0.35,0.45,1.318208273139638e-05
0.35,0.5,1.3167086659068067e-05
0.35,0.55,1.3159004912271711e-05
0.35,0.6,1.3157321363500546e-05
0.35,0.65,1.3161215149628802e-05
0.35,0.7,1.3169922243764784e-05
0.4,0.0,3.4328904343846093e-06
0.4,0.05,7.430701851969354e-06
0.4,0.1,1.226066866251515e-05
0.4,0.15,1.5362966289956202e-05
0.4,0.2,1.675224542612296e-05
0.4,0.25,1.7259442527273803e-05
0.4,0.3,1.741398860153916e-05
0.4,0.35,1.744639308880123e-05
0.4,0.4,1.7443801581164826e-05
0.4,0.45,1.7436560070334166e-05
0.4,0.5,1.7434151084615853e-05
0.4,0.55,1.7438785618518368e-05
0.4,0.6,1.7450338650877263e-05
0.4,0.65,1.7468080550503916e-05
0.4,0.7,1.749124894852564e-05
0.45,0.0,3.830659274177801e-06
0.45,0.05,8.548527420127923e-06
0.45,0.1,1.4651570040622172e-05
0.45,0.15,1.8848999543831645e-05
0.45,0.2,2.0838538014763924e-05
0.45,0.25,2.1616740183569226e-05
0.45,0.3,2.189256878027231e-05
0.45,0.35,2.198726764933088e-05
0.45,0.4,2.2025151460796115e-05
0.45,0.45,2.2050687558506603e-05
0.45,0.5,2.2078552158798533e-05
0.45,0.55,2.2112828982521487e-05
0.45,0.6,2.215405873805154e-05
0.45,0.65,2.220175041077796e-05
0.45,0.7,2.2255236312640737e-05
0.5,0.0,4.134858875360971e-06
0.5,0.05,9.415196427024528e-06
0.5,0.1,1.6764672969916868e-05
0.5,0.15,2.220265458759666e-05
0.5,0.2,2.4929307735952292e-05
0.5,0.25,2.6060612818967868e-05
0.5,0.3,2.6506042236608484e-05
0.5,0.35,2.669577089193055e-05
0.5,0.4,2.6800039487870626e-05
0.5,0.45,2.6881116078516572e-05
0.5,0.5,2.69603874257689e-05
0.5,0.55,2.7044462302266273e-05
0.5,0.6,2.7134856067960655e-05
0.5,0.65,2.7231485077453276e-05
0.5,0.7,2.7333884185963992e-05
0.55,0.0,4.33876701748269e-06
0.55,0.05,9.989616072678387e-06
0.55,0.1,1.847369011615362e-05
0.55,0.15,2.5243096321349282e-05
0.55,0.2,2.8828289215524643e-05
0.55,0.25,3.0391835763142735e-05
0.55,0.3,3.105497298569039e-05
0.55,0.35,3.1372752791420804e-05
0.55,0.4,3.1569587152633414e-05
0.55,0.45,3.172909820955143e-05
0.55,0.5,3.1880868084208256e-05
0.55,0.55,3.20346759280157e-05
0.55,0.6,3.2193320566941585e-05
0.55,0.65,3.235729608525245e-05
0.55,0.7,3.252644951982875e-05
0.6,0.0,4.445877624547034e-06
0.6,0.05,1.026489012055529e-05
0.6,0.1,1.9692923271067872e-05
0.6,0.15,2.7815024780600932e-05
0.6,0.2,3.2353916361570534e-05
0.6,0.25,3.441973164075125e-05
0.6,0.3,3.5344323664090625e-05
0.6,0.35,3.582017406764053e-05
0.6,0.4,3.613314462811288e-05
0.6,0.45,3.639144296847712e-05
0.6,0.5,3.6634206830507516e-05
0.6,0.55,3.687497526553856e-05
0.6,0.6,3.711811015322244e-05
0.6,0.65,3.736483589582331e-05
0.6,0.7,3.761540918129105e-05
0.65,0.0,4.467544264754076e-06
0.65,0.05,1.026370586105518e-05
0.65,0.1,2.0386217552188505e-05
0.65,0.15,2.9809930950755533e-05
0.65,0.2,3.536774797954065e-05
0.65,0.25,3.7995041262724735e-05
0.65,0.3,3.92192678577225e-05
0.65,0.35,3.987917285874966e-05
0.65,0.4,4.032833473473979e-05
0.65,0.45,4.070243843389248e-05
0.65,0.5,4.105139545109256e-05
0.65,0.55,4.139302186579359e-05
0.65,0.6,4.1733478775973235e-05
0.65,0.65,4.2074844209220526e-05
0.65,0.7,4.2417860790627495e-05
0.7,0.0,4.419269640425744e-06
0.7,0.05,1.0028536984582042e-05
0.7,0.1,2.0563355345931807e-05
0.7,0.15,3.116952065192435e-05
0.7,0.2,3.7781296395577416e-05
0.7,0.25,4.10193127830514e-05
0.7,0.3,4.2576573688737026e-05
0.7,0.35,4.344311330593821e-05
0.7,0.4,4.404561120646443e-05
0.7,0.45,4.454985476243595e-05
0.7,0.5,4.501763074625028e-05
