lg_nw,r_nw,t_ox,N_sd,eps_ox
16,2,1.5,1.0e+20,22
vgs,vds,ids
0.0,0.0,3.0378539256607756e-11
0.0,0.05,3.81319713812484e-11
0.0,0.1,4.298865841986135e-11
0.0,0.15,4.518546070437593e-11
0.0,0.2,4.596302861876834e-11
0.0,0.25,4.6120135797504324e-11
0.0,0.3,4.601502444380639e-11
0.0,0.35,4.579271598921118e-11
0.0,0.4,4.551239805786974e-11
0.0,0.45,4.520026842762875e-11
0.0,0.5,4.4869618112375344e-11
0.0,0.55,4.452831803862937e-11
0.0,0.6,4.418166173259581e-11
0.0,0.65,4.383351073883122e-11
0.0,0.7,4.348681139749718e-11
0.05,0.0,2.0123950238710184e-10
0.05,0.05,2.5033736380721665e-10
0.05,0.1,2.832723541691068e-10
0.05,0.15,2.990671455659758e-10
0.05,0.2,3.053782826788512e-10
0.05,0.25,3.0769714133987327e-10
0.05,0.3,3.0851294764825977e-10
0.05,0.35,3.0878796372578587e-10
0.05,0.4,3.0887069334291614e-10
0.05,0.45,3.0888226364392355e-10
0.05,0.5,3.0886261228139494e-10
0.05,0.55,3.088235842676943e-10
0.05,0.6,3.087677971797411e-10
0.05,0.65,3.086951837401208e-10
0.05,0.7,3.0860516833689674e-10
0.1,0.0,1.4259071731584515e-09
0.1,0.05,1.6879742534617573e-09
0.1,0.1,1.8919742100159612e-09
0.1,0.15,1.993078183870031e-09
0.1,0.2,2.0314385535987503e-09
0.1,0.25,2.044484891884947e-09
0.1,0.3,2.049857934901603e-09
0.1,0.35,2.0540983489804764e-09
0.1,0.4,2.0592547263769924e-09
0.1,0.45,2.065774495526436e-09
0.1,0.5,2.0735912000281966e-09
0.1,0.55,2.0825069420373517e-09
0.1,0.6,2.092318102204508e-09
0.1,0.65,2.102850895162894e-09
0.1,0.7,2.1139666837750033e-09
0.15,0.0,9.707787448130328e-09
0.15,0.05,1.1137421454289721e-08
0.15,0.1,1.2461938550637818e-08
0.15,0.15,1.3120728447390342e-08
0.15,0.2,1.3319809329006845e-08
0.15,0.25,1.3334183545490696e-08
0.15,0.3,1.330030351838771e-08
0.15,0.35,1.3267932994134242e-08
0.15,0.4,1.3251285684368109e-08
0.15,0.45,1.3252196805923488e-08
0.15,0.5,1.3268813410440612e-08
0.15,0.55,1.3298580175295583e-08
0.15,0.6,1.3339166449816572e-08
0.15,0.65,1.3388685823669448e-08
0.15,0.7,1.344568884477278e-08
0.2,0.0,5.857609113810304e-08
0.2,0.05,6.958005549246365e-08
0.2,0.1,8.009900963325394e-08
0.2,0.15,8.549934650628676e-08
0.2,0.2,8.708240317249151e-08
0.2,0.25,8.706063084668194e-08
0.2,0.3,8.65848551669013e-08
0.2,0.35,8.608476919327598e-08
0.2,0.4,8.568751747286714e-08
0.2,0.45,8.541358671785809e-08
0.2,0.5,8.525102168510383e-08
0.2,0.55,8.518107792254681e-08
0.2,0.6,8.518628009885718e-08
0.2,0.65,8.525241926806269e-08
0.2,0.7,8.536859408057353e-08
0.25,0.0,2.2803089302261265e-07
0.25,0.05,2.971521902656155e-07
0.25,0.1,3.6729597482966567e-07
0.25,0.15,4.0691235034158735e-07
0.25,0.2,4.2102697640471064e-07
0.25,0.25,4.234725529413708e-07
0.25,0.3,4.2202237406898893e-07
0.25,0.35,4.1975112841708797e-07
0.25,0.4,4.1766973975006706e-07
0.25,0.45,4.1603065730120264e-07
0.25,0.5,4.14836907085263e-07
0.25,0.55,4.140235689574644e-07
0.25,0.6,4.1351817596841463e-07
0.25,0.65,4.132583932248228e-07
0.25,0.7,4.1319528339459073e-07
0.3,0.0,5.246669901219708e-07
0.3,0.05,7.467190306706018e-07
0.3,0.1,1.0049959085557583e-06
0.3,0.15,1.1684268742794395e-06
0.3,0.2,1.2357009314874128e-06
0.3,0.25,1.2548206251655032e-06
0.3,0.3,1.256048226747295e-06
0.3,0.35,1.2520892591422346e-06
0.3,0.4,1.2474477843445472e-06
0.3,0.45,1.2434880777311121e-06
0.3,0.5,1.2404813123893897e-06
0.3,0.55,1.23835701811599e-06
0.3,0.6,1.2369643113955494e-06
0.3,0.65,1.2361562125786193e-06
0.3,0.7,1.235812190017815e-06
0.35,0.0,8.372696278866584e-07
0.35,0.05,1.2748722826237135e-06
0.35,0.1,1.8583178465655808e-06
0.35,0.15,2.2662849703331378e-06
0.35,0.2,2.450391732793614e-06
0.35,0.25,2.5130830105500993e-06
0.35,0.3,2.5276186296552976e-06
0.35,0.35,2.5263391224484744e-06
0.35,0.4,2.5212496597383937e-06
0.35,0.45,2.5163162579041327e-06
0.35,0.5,2.512608494539321e-06
0.35,0.55,2.510229749579694e-06
0.35,0.6,2.5090060011218454e-06
0.35,0.65,2.508719268870684e-06
0.35,0.7,2.5091787369736207e-06
0.4,0.0,1.0880631244747762e-06
0.4,0.05,1.746201846585934e-06
