lg_nw,r_nw,t_ox,N_sd,eps_ox
16,2,1.5,1.0e+20,7.5
vgs,vds,ids
0.0,0.0,3.765776021820688e-11
0.0,0.05,4.585942447849677e-11
0.0,0.1,5.0761913628229284e-11
0.0,0.15,5.2959831723982984e-11
0.0,0.2,5.377551503619032e-11
0.0,0.25,5.4004867877188e-11
0.0,0.3,5.399981280943011e-11
0.0,0.35,5.390213997451706e-11
0.0,0.4,5.376892127789354e-11
0.0,0.45,5.362458170116511e-11
0.0,0.5,5.348092570098901e-11
0.0,0.55,5.334470580214862e-11
0.0,0.6,5.322052014700501e-11
0.0,0.65,5.3111970212472906e-11
0.0,0.7,5.30221638105949e-11
0.05,0.0,2.616292753194074e-10
0.05,0.05,3.1200649348188834e-10
0.05,0.1,3.443659641292131e-10
0.05,0.15,3.5994734957953243e-10
0.05,0.2,3.665452879327192e-10
0.05,0.25,3.693433038218487e-10
0.05,0.3,3.7068127092859324e-10
0.05,0.35,3.7148450510150246e-10
0.05,0.4,3.721044335740282e-10
0.05,0.45,3.7267525970695424e-10
0.05,0.5,3.732511253130156e-10
0.05,0.55,3.7385716835350045e-10
0.05,0.6,3.7450834993093194e-10
0.05,0.65,3.752164098438625e-10
0.05,0.7,3.759924775202716e-10
0.1,0.0,1.7939007671734956e-09
0.1,0.05,2.0222661876569593e-09
0.1,0.1,2.200805122614314e-09
0.1,0.15,2.294502378200113e-09
0.1,0.2,2.336604872017815e-09
0.1,0.25,2.3570217026593566e-09
0.1,0.3,2.3700595989538013e-09
0.1,0.35,2.3812887949469565e-09
0.1,0.4,2.3926680902580768e-09
0.1,0.45,2.4048187865074774e-09
0.1,0.5,2.4179006084243005e-09
0.1,0.55,2.4319309326141154e-09
0.1,0.6,2.4468966771301974e-09
0.1,0.65,2.4627912209859745e-09
0.1,0.7,2.479624946762818e-09
0.15,0.0,1.1238757339239974e-08
0.15,0.05,1.2394397615190754e-08
0.15,0.1,1.349843007846574e-08
0.15,0.15,1.4105644803021719e-08
0.15,0.2,1.4363620587165597e-08
0.15,0.25,1.4472108748060526e-08
0.15,0.3,1.4533145215483192e-08
0.15,0.35,1.4586536551701516e-08
0.15,0.4,1.464572826015325e-08
0.15,0.45,1.4714476221724162e-08
0.15,0.5,1.4793307873134004e-08
0.15,0.55,1.488185094315419e-08
0.15,0.6,1.497962533559304e-08
0.15,0.65,1.5086285388009195e-08
0.15,0.7,1.5201673218221175e-08
0.2,0.0,6.097938776357922e-08
0.2,0.05,7.108037257582749e-08
0.2,0.1,8.030424810914376e-08
0.2,0.15,8.537130466282064e-08
0.2,0.2,8.740280734321831e-08
0.2,0.25,8.808154950898255e-08
0.2,0.3,8.82970790825264e-08
0.2,0.35,8.840357563733359e-08
0.2,0.4,8.852372466057501e-08
0.2,0.45,8.8693828440531e-08
0.2,0.5,8.892066786454223e-08
0.2,0.55,8.920217697285449e-08
0.2,0.6,8.953457412890668e-08
0.2,0.65,8.991461918533798e-08
0.2,0.7,9.03401756850915e-08
0.25,0.0,2.1804154723896823e-07
0.25,0.05,2.7883985879705693e-07
0.25,0.1,3.3691465438155056e-07
0.25,0.15,3.703065019911533e-07
0.25,0.2,3.8394413379259413e-07
0.25,0.25,3.8823793837997e-07
0.25,0.3,3.890411379284741e-07
0.25,0.35,3.887680029556281e-07
0.25,0.4,3.8829312114848306e-07
0.25,0.45,3.879020526561877e-07
0.25,0.5,3.87671255724579e-07
0.25,0.55,3.8760853629518616e-07
0.25,0.6,3.877027874071704e-07
0.25,0.65,3.8794069157497156e-07
0.25,0.7,3.883116998356905e-07
0.3,0.0,4.842081181753757e-07
0.3,0.05,6.666603453280794e-07
0.3,0.1,8.648093924198805e-07
0.3,0.15,9.88429174924262e-07
0.3,0.2,1.0416083434779811e-06
0.3,0.25,1.059189878820943e-06
0.3,0.3,1.062723328306713e-06
0.3,0.35,1.0614465040297612e-06
0.3,0.4,1.0588179005892976e-06
0.3,0.45,1.056032219778296e-06
0.3,0.5,1.053460112104357e-06
0.3,0.55,1.0511883324216511e-06
0.3,0.6,1.0492144671312244e-06
0.3,0.65,1.0475146090901456e-06
0.3,0.7,1.0460653456913186e-06
0.35,0.0,7.671672455727702e-07
0.35,0.05,1.1161357515522998e-06
0.35,0.1,1.5486369754401629e-06
0.35,0.15,1.8416087727099577e-06
0.35,0.2,1.974505869889106e-06
0.35,0.25,2.021324998674051e-06
0.35,0.3,2.0328714462507595e-06
0.35,0.35,2.031709384675527e-06
0.35,0.4,2.0264857613364795e-06
0.35,0.45,2.020283887005835e-06
0.35,0.5,2.014128051661876e-06
0.35,0.55,2.008314630843279e-06
0.35,0.6,2.0028976013840507e-06
0.35,0.65,1.9978605439365026e-06
0.35,0.7,1.993174924491059e-06
0.4,0.0,9.989930103054783e-07
0.4,0.05,1.5223038980411073e-06
0.4,0.1,2.252372972687197e-06
0.4,0.15,2.7859927773061457e-06
0.4,0.2,3.0401236616181956e-06
0.4,0.25,3.134969778768825e-06
0.4,0.3,3.1625523330094997e-06
0.4,0.35,3.1650979385073896e-06
0.4,0.4,3.159090107676116e-06
0.4,0.45,3.1505314882984673e-06
0.4,0.5,3.141496878771198e-06
0.4,0.55,3.1326493633966637e-06
0.4,0.6,3.1241662355379236e-06
0.4,0.65,3.116071155673155e-06
0.4,0.7,3.1083494977821077e-06
0.45,0.0,1.1673170148124201e-06
0.45,0.05,1.8492301810452992e-06
0.45,0.1,2.9072679920791066e-06
0.45,0.15,3.7384611345481867e-06
0.45,0.2,4.152804057126822e-06
0.45,0.25,4.315456026287419e-06
0.45,0.3,4.368907254121713e-06
0.45,0.35,4.3806873172247575e-06
0.45,0.4,4.3775915661690385e-06
0.45,0.45,4.369534910069223e-06
0.45,0.5,4.360037494467992e-06
0.45,0.55,4.3502929563827995e-06
0.45,0.6,4.340676869481824e-06
0.45,0.65,4.331292944659659e-06
0.45,0.7,4.322165869578579e-06
0.5,0.0,1.2821406376058726e-06
0.5,0.05,2.0915769415736667e-06
0.5,0.1,3.477284087576661e-06
0.5,0.15,4.646568126773825e-06
0.5,0.2,5.256202283296628e-06
0.5,0.25,5.5065620092042235e-06
0.5,0.3,5.596830764178696e-06
0.5,0.35,5.624702781506842e-06
0.5,0.4,5.629562971304861e-06
0.5,0.45,5.626179744116043e-06
0.5,0.5,5.61990077435324e-06
0.5,0.55,5.612612334279783e-06
0.5,0.6,5.6049644890657085e-06
0.5,0.65,5.597182973970143e-06
0.5,0.7,5.589359330794737e-06
0.55,0.0,1.3557858786943561e-06
0.55,0.05,2.2521524190954006e-06
0.55,0.1,3.936748768781545e-06
0.55,0.15,5.466318781641286e-06
0.55,0.2,6.301264545451684e-06
0.55,0.25,6.658712367613113e-06
0.55,0.3,6.7973480096677585e-06
0.55,0.35,6.849038098332829e-06
0.55,0.4,6.867828021148099e-06
0.55,0.45,6.874224915178656e-06
0.55,0.5,6.8757680023924745e-06
0.55,0.55,6.875190770400911e-06
0.55,0.6,6.8734900302480375e-06
0.55,0.65,6.871053103582109e-06
0.55,0.7,6.868064432985965e-06
0.6,0.0,1.3983051167190632e-06
0.6,0.05,2.3375999058135623e-06
0.6,0.1,4.26850221559412e-06
0.6,0.15,6.161214557998439e-06
0.6,0.2,7.245380568702451e-06
0.6,0.25,7.728188949896963e-06
0.6,0.3,7.92689491679735e-06
0.6,0.35,8.01060480121299e-06
0.6,0.4,8.049875380336849e-06
0.6,0.45,8.071777524870298e-06
0.6,0.5,8.086383350804746e-06
0.6,0.55,8.097415791454392e-06
0.6,0.6,8.106282096829557e-06
0.6,0.65,8.113564241902553e-06
0.6,0.7,8.119560629031486e-06
0.65,0.0,1.4175850103289637e-06
0.65,0.05,2.3581111560589536e-06
0.65,0.1,4.46599214293876e-06
0.65,0.15,6.705541862026539e-06
0.65,0.2,8.055750459303656e-06
0.65,0.25,8.680465695472278e-06
0.65,0.3,8.950651639094336e-06
0.65,0.35,9.074682704135017e-06
0.65,0.4,9.1412336416591e-06
0.65,0.45,9.184695643459273e-06
0.65,0.5,9.21798690050736e-06
0.65,0.55,9.245944740180132e-06
0.65,0.6,9.270437416417978e-06
0.65,0.65,9.29226398016454e-06
0.65,0.7,9.311849171827447e-06
0.7,0.0,1.41993541996817e-06
0.7,0.05,2.3265274503086227e-06
0.7,0.1,4.53345505264766e-06
0.7,0.15,7.085605877048296e-06
0.7,0.2,8.710663313956221e-06
0.7,0.25,9.491407374742398e-06
0.7,0.3,9.843700324140282e-06
0.7,0.35,1.0016064142841888e-05
0.7,0.4,1.0116615770681052e-05
0.7,0.45,1.0187741125102219e-05
0.7,0.5,1.0245482291057908e-05
0.7,0.55,1.029589331649995e-05
0.7,0.6,1.0341336187143616e-05
0.7,0.65,1.0382834444733868e-05
0.7,0.7,1.0420938816709003e-05
