lg_nw,r_nw,t_ox,N_sd,eps_ox
10,2,0.5,5.0e+19,3.9
vg,vd,ids
0.7,-0.4,1.093714590449378e-06
0.696,-0.392,1.0903604213572267e-06
0.692,-0.384,1.0870534424979417e-06
0.688,-0.376,1.083790282153386e-06
0.684,-0.368,1.080567633245057e-06
0.68,-0.36,1.0773822612691083e-06
0.676,-0.352,1.0742310137095514e-06
0.672,-0.344,1.0711108312716051e-06
0.668,-0.336,1.068018761338093e-06
0.664,-0.328,1.064951974124651e-06
0.66,-0.32,1.061907782096173e-06
0.656,-0.312,1.058883663311381e-06
0.652,-0.304,1.055877289486765e-06
0.648,-0.296,1.0528865597209872e-06
0.644,-0.288,1.049909641000211e-06
0.64,-0.28,1.0469450168208223e-06
0.636,-0.272,1.0439915455257955e-06
0.632,-0.264,1.0410485302641048e-06
0.628,-0.256,1.0381158028607896e-06
0.624,-0.248,1.0351938243423992e-06
0.62,-0.24,1.0322838054164586e-06
0.616,-0.232,1.0293878508759405e-06
0.612,-0.224,1.0265091327173784e-06
0.608,-0.216,1.0236520977585722e-06
0.604,-0.208,1.0208227167607794e-06
0.6,-0.2,1.0180287835552707e-06
0.596,-0.192,1.0152802745139917e-06
0.592,-0.184,1.0125897809776882e-06
0.588,-0.176,1.0099730300787527e-06
0.584,-0.168,1.0074495129239007e-06
0.58,-0.16,1.0050432435397622e-06
0.576,-0.152,1.0027836776116168e-06
0.572,-0.144,1.0007068272430598e-06
0.568,-0.136,9.988566172523933e-07
0.564,-0.128,9.97286540607375e-07
0.56,-0.12,9.960616864216223e-07
0.556,-0.112,9.952612346902361e-07
0.552,-0.104,9.949815390376829e-07
0.548,-0.096,9.953399535901037e-07
0.544,-0.088,9.964796034873302e-07
0.54,-0.08,9.985753495073184e-07
0.536,-0.072,1.0018412505599131e-06
0.532,-0.064,1.0065398698529475e-06
0.528,-0.056,1.0129937730557524e-06
0.524,-0.048,1.021599478167421e-06
0.52,-0.04,1.0328438529038938e-06
0.516,-0.032,1.0473223946790219e-06
0.512,-0.024,1.0657578210499834e-06
0.508,-0.016,1.0890158068862567e-06
0.504,-0.008,1.1181124916545759e-06
0.5,0.0,1.1542057615350634e-06
0.504,0.008,1.2070730887028375e-06
0.508,0.016,1.2696670447006171e-06
0.512,0.024,1.343645100022758e-06
0.516,0.032,1.4306861441769937e-06
0.52,0.04,1.532364168280478e-06
0.524,0.048,1.649988135200278e-06
0.528,0.056,1.7844234751027342e-06
0.532,0.064,1.9359214019547327e-06
0.536,0.072,2.103989115706422e-06
0.54,0.08,2.2873325872271487e-06
0.544,0.088,2.483892068561994e-06
0.548,0.096,2.6909711312174445e-06
0.552,0.104,2.905439247130512e-06
0.556,0.112,3.1239729792755877e-06
0.56,0.12,3.343296321138625e-06
0.564,0.128,3.5603865995467814e-06
0.568,0.136,3.7726248471162825e-06
0.572,0.144,3.9778835854993985e-06
0.576,0.152,4.174556507622122e-06
0.58,0.16,4.361541684286838e-06
0.584,0.168,4.5381926483757654e-06
0.588,0.176,4.704251143138831e-06
0.592,0.184,4.85977287586926e-06
0.596,0.192,5.00505449852943e-06
0.6,0.2,5.140567040388359e-06
0.604,0.208,5.266898552621093e-06
0.608,0.216,5.384706916046871e-06
0.612,0.224,5.494682569338193e-06
0.616,0.232,5.597520219540762e-06
0.62,0.24,5.69389826581391e-06
0.624,0.248,5.7844645802978025e-06
0.628,0.256,5.8698273512964055e-06
0.632,0.264,5.950549834257293e-06
0.636,0.272,6.027148028821324e-06
0.64,0.28,6.100090476634078e-06
0.644,0.288,6.169799538392732e-06
0.648,0.296,6.236653651939159e-06
0.652,0.304,6.3009901936025375e-06
0.656,0.312,6.363108663025781e-06
0.66,0.32,6.423273989568409e-06
0.664,0.328,6.481719818909371e-06
0.668,0.336,6.538651684640333e-06
0.672,0.344,6.594250004201588e-06
0.676,0.352,6.648672863902103e-06
0.68,0.36,6.7020585760300945e-06
0.684,0.368,6.754528003879654e-06
0.688,0.376,6.806186659237245e-06
0.692,0.384,6.857126582548381e-06
0.696,0.392,6.907428019437363e-06
0.7,0.4,6.9571609091105484e-06
