vg      	vd      	ids     
0       	0       	3.0872e-14
0       	0.05    	1.1928e-12
0       	0.1     	1.3826e-12
0       	0.15    	1.4286e-12
0       	0.2     	1.4526e-12
0       	0.25    	1.473e-12
0       	0.3     	1.4924e-12
0       	0.35    	1.5112e-12
0       	0.4     	1.5294e-12
0       	0.45    	1.5469e-12
0       	0.5     	1.5639e-12
0       	0.55    	1.5803e-12
0       	0.6     	1.5962e-12
0       	0.65    	1.6115e-12
0       	0.7     	1.6262e-12
0.05    	0       	1.7711e-13
0.05    	0.05    	7.9525e-12
0.05    	0.1     	9.2238e-12
0.05    	0.15    	9.5365e-12
0.05    	0.2     	9.7024e-12
0.05    	0.25    	9.8424e-12
0.05    	0.3     	9.9753e-12
0.05    	0.35    	1.0104e-11
0.05    	0.4     	1.0228e-11
0.05    	0.45    	1.0347e-11
0.05    	0.5     	1.0461e-11
0.05    	0.55    	1.0569e-11
0.05    	0.6     	1.0671e-11
0.05    	0.65    	1.0767e-11
0.05    	0.7     	1.0856e-11
0.1     	0       	1.1286e-12
0.1     	0.05    	5.2734e-11
0.1     	0.1     	6.1279e-11
0.1     	0.15    	6.3417e-11
0.1     	0.2     	6.4564e-11
0.1     	0.25    	6.5526e-11
0.1     	0.3     	6.6428e-11
0.1     	0.35    	6.7291e-11
0.1     	0.4     	6.8117e-11
0.1     	0.45    	6.8897e-11
0.1     	0.5     	6.9625e-11
0.1     	0.55    	7.0293e-11
0.1     	0.6     	7.09e-11
0.1     	0.65    	7.145e-11
0.1     	0.7     	7.1954e-11
0.15    	0       	7.3819e-12
0.15    	0.05    	3.4849e-10
0.15    	0.1     	4.0553e-10
0.15    	0.15    	4.2016e-10
0.15    	0.2     	4.2809e-10
0.15    	0.25    	4.3465e-10
0.15    	0.3     	4.4065e-10
0.15    	0.35    	4.4624e-10
0.15    	0.4     	4.514e-10
0.15    	0.45    	4.561e-10
0.15    	0.5     	4.6032e-10
0.15    	0.55    	4.6411e-10
0.15    	0.6     	4.6753e-10
0.15    	0.65    	4.7066e-10
0.15    	0.7     	4.7359e-10
0.2     	0       	5.0879e-11
0.2     	0.05    	2.2228e-09
0.2     	0.1     	2.6004e-09
0.2     	0.15    	2.6979e-09
0.2     	0.2     	2.7504e-09
0.2     	0.25    	2.7924e-09
0.2     	0.3     	2.8289e-09
0.2     	0.35    	2.8609e-09
0.2     	0.4     	2.8891e-09
0.2     	0.45    	2.9142e-09
0.2     	0.5     	2.937e-09
0.2     	0.55    	2.9581e-09
0.2     	0.6     	2.9778e-09
0.2     	0.65    	2.9964e-09
0.2     	0.7     	3.0141e-09
0.25    	0       	3.2501e-10
0.25    	0.05    	1.3694e-08
0.25    	0.1     	1.6097e-08
0.25    	0.15    	1.6717e-08
0.25    	0.2     	1.7027e-08
0.25    	0.25    	1.7256e-08
0.25    	0.3     	1.7444e-08
0.25    	0.35    	1.7606e-08
0.25    	0.4     	1.7752e-08
0.25    	0.45    	1.7886e-08
0.25    	0.5     	1.8013e-08
0.25    	0.55    	1.8133e-08
0.25    	0.6     	1.8249e-08
0.25    	0.65    	1.8359e-08
0.25    	0.7     	1.8466e-08
0.3     	0       	1.7249e-09
0.3     	0.05    	7.595e-08
0.3     	0.1     	9.0431e-08
0.3     	0.15    	9.3854e-08
0.3     	0.2     	9.5299e-08
0.3     	0.25    	9.6316e-08
0.3     	0.3     	9.7185e-08
0.3     	0.35    	9.7965e-08
0.3     	0.4     	9.8683e-08
0.3     	0.45    	9.9356e-08
0.3     	0.5     	9.9995e-08
0.3     	0.55    	1.0061e-07
0.3     	0.6     	1.012e-07
0.3     	0.65    	1.0177e-07
0.3     	0.7     	1.0232e-07
0.35    	0       	5.9966e-09
0.35    	0.05    	3.0909e-07
0.35    	0.1     	3.8354e-07
0.35    	0.15    	4.0004e-07
0.35    	0.2     	4.0563e-07
0.35    	0.25    	4.0909e-07
0.35    	0.3     	4.1195e-07
0.35    	0.35    	4.145e-07
0.35    	0.4     	4.1681e-07
0.35    	0.45    	4.1892e-07
0.35    	0.5     	4.2086e-07
0.35    	0.55    	4.2267e-07
0.35    	0.6     	4.2437e-07
0.35    	0.65    	4.2595e-07
0.35    	0.7     	4.2743e-07
0.4     	0       	1.221e-08
0.4     	0.05    	7.664e-07
0.4     	0.1     	1.0386e-06
0.4     	0.15    	1.1038e-06
0.4     	0.2     	1.1207e-06
0.4     	0.25    	1.128e-06
0.4     	0.3     	1.1329e-06
0.4     	0.35    	1.137e-06
0.4     	0.4     	1.1406e-06
0.4     	0.45    	1.1438e-06
0.4     	0.5     	1.1466e-06
0.4     	0.55    	1.1493e-06
0.4     	0.6     	1.1517e-06
0.4     	0.65    	1.154e-06
0.4     	0.7     	1.1562e-06
0.45    	0       	1.7682e-08
0.45    	0.05    	1.2781e-06
0.45    	0.1     	1.9288e-06
0.45    	0.15    	2.1293e-06
0.45    	0.2     	2.1785e-06
0.45    	0.25    	2.1939e-06
0.45    	0.3     	2.2017e-06
0.45    	0.35    	2.2075e-06
0.45    	0.4     	2.2123e-06
0.45    	0.45    	2.2165e-06
0.45    	0.5     	2.2203e-06
0.45    	0.55    	2.2237e-06
0.45    	0.6     	2.2268e-06
0.45    	0.65    	2.2298e-06
0.45    	0.7     	2.2325e-06
0.5     	0       	2.1854e-08
0.5     	0.05    	1.7353e-06
0.5     	0.1     	2.8371e-06
0.5     	0.15    	3.3066e-06
0.5     	0.2     	3.4378e-06
0.5     	0.25    	3.4738e-06
0.5     	0.3     	3.4876e-06
0.5     	0.35    	3.4976e-06
0.5     	0.4     	3.5016e-06
0.5     	0.45    	3.5071e-06
0.5     	0.5     	3.5117e-06
0.5     	0.55    	3.5154e-06
0.5     	0.6     	3.5193e-06
0.5     	0.65    	3.5221e-06
0.5     	0.7     	3.5257e-06
0.55    	0       	2.5049e-08
0.55    	0.05    	2.0997e-06
0.55    	0.1     	3.6389e-06
0.55    	0.15    	4.4848e-06
