vg      	vd      	ids     
0       	0       	6.5522e-20
0       	0.05    	4.7463e-17
0       	0.1     	5.5088e-17
0       	0.15    	5.6855e-17
0       	0.2     	5.7744e-17
0       	0.25    	5.8492e-17
0       	0.3     	5.9207e-17
0       	0.35    	5.9905e-17
0       	0.4     	6.059e-17
0       	0.45    	6.1269e-17
0       	0.5     	6.1929e-17
0       	0.55    	6.2576e-17
0       	0.6     	6.3211e-17
0       	0.65    	6.3833e-17
0       	0.7     	6.4438e-17
0.05    	0       	4.3725e-19
0.05    	0.05    	3.1897e-16
0.05    	0.1     	3.7035e-16
0.05    	0.15    	3.8239e-16
0.05    	0.2     	3.8856e-16
0.05    	0.25    	3.9375e-16
0.05    	0.3     	3.987e-16
0.05    	0.35    	4.0354e-16
0.05    	0.4     	4.0827e-16
0.05    	0.45    	4.1291e-16
0.05    	0.5     	4.175e-16
0.05    	0.55    	4.2196e-16
0.05    	0.6     	4.2632e-16
0.05    	0.65    	4.3059e-16
0.05    	0.7     	4.3476e-16
0.1     	0       	3.3938e-18
0.1     	0.05    	2.1472e-15
0.1     	0.1     	2.4937e-15
0.1     	0.15    	2.5761e-15
0.1     	0.2     	2.6189e-15
0.1     	0.25    	2.655e-15
0.1     	0.3     	2.6895e-15
0.1     	0.35    	2.723e-15
0.1     	0.4     	2.7558e-15
0.1     	0.45    	2.7878e-15
0.1     	0.5     	2.8192e-15
0.1     	0.55    	2.8501e-15
0.1     	0.6     	2.88e-15
0.1     	0.65    	2.9092e-15
0.1     	0.7     	2.9376e-15
0.15    	0       	2.534e-17
0.15    	0.05    	1.4342e-14
0.15    	0.1     	1.6681e-14
0.15    	0.15    	1.7244e-14
0.15    	0.2     	1.754e-14
0.15    	0.25    	1.779e-14
0.15    	0.3     	1.8028e-14
0.15    	0.35    	1.826e-14
0.15    	0.4     	1.8485e-14
0.15    	0.45    	1.8705e-14
0.15    	0.5     	1.8919e-14
0.15    	0.55    	1.9127e-14
0.15    	0.6     	1.9332e-14
0.15    	0.65    	1.9527e-14
0.15    	0.7     	1.9716e-14
0.2     	0       	1.8771e-16
0.2     	0.05    	9.5462e-14
0.2     	0.1     	1.1115e-13
0.2     	0.15    	1.15e-13
0.2     	0.2     	1.1704e-13
0.2     	0.25    	1.1878e-13
0.2     	0.3     	1.2042e-13
0.2     	0.35    	1.2201e-13
0.2     	0.4     	1.2355e-13
0.2     	0.45    	1.2504e-13
0.2     	0.5     	1.2649e-13
0.2     	0.55    	1.2788e-13
