vg      	vd      	ids     
0       	0       	-1.457e-16
0       	0.05    	1.0482e-13
0       	0.1     	1.2051e-13
0       	0.15    	1.2295e-13
0       	0.2     	1.2343e-13
0       	0.25    	1.2361e-13
0       	0.3     	1.2372e-13
0       	0.35    	1.2379e-13
0       	0.4     	1.2383e-13
0       	0.45    	1.2384e-13
0       	0.5     	1.2384e-13
0       	0.55    	1.2384e-13
0       	0.6     	1.2384e-13
0       	0.65    	1.2384e-13
0       	0.7     	1.2384e-13
0.05    	0       	-2.3996e-16
0.05    	0.05    	7.0364e-13
0.05    	0.1     	8.0952e-13
0.05    	0.15    	8.2618e-13
0.05    	0.2     	8.2951e-13
0.05    	0.25    	8.3078e-13
0.05    	0.3     	8.3165e-13
0.05    	0.35    	8.3232e-13
0.05    	0.4     	8.3281e-13
0.05    	0.45    	8.3304e-13
0.05    	0.5     	8.3309e-13
0.05    	0.55    	8.331e-13
0.05    	0.6     	8.3311e-13
0.05    	0.65    	8.3312e-13
0.05    	0.7     	8.3312e-13
0.1     	0       	2.764e-15
0.1     	0.05    	4.7604e-12
0.1     	0.1     	5.4724e-12
0.1     	0.15    	5.5855e-12
0.1     	0.2     	5.6087e-12
0.1     	0.25    	5.6179e-12
0.1     	0.3     	5.6244e-12
0.1     	0.35    	5.6298e-12
0.1     	0.4     	5.6342e-12
0.1     	0.45    	5.6375e-12
0.1     	0.5     	5.639e-12
0.1     	0.55    	5.6393e-12
0.1     	0.6     	5.6394e-12
0.1     	0.65    	5.6395e-12
0.1     	0.7     	5.6395e-12
0.15    	0       	6.0043e-14
0.15    	0.05    	3.1998e-11
0.15    	0.1     	3.6816e-11
0.15    	0.15    	3.7583e-11
0.15    	0.2     	3.7744e-11
0.15    	0.25    	3.781e-11
0.15    	0.3     	3.7858e-11
0.15    	0.35    	3.7899e-11
0.15    	0.4     	3.7934e-11
0.15    	0.45    	3.7963e-11
0.15    	0.5     	3.7984e-11
0.15    	0.55    	3.7994e-11
0.15    	0.6     	3.7997e-11
0.15    	0.65    	3.7997e-11
0.15    	0.7     	3.7997e-11
0.2     	0       	6.0231e-13
0.2     	0.05    	2.1692e-10
0.2     	0.1     	2.4933e-10
0.2     	0.15    	2.5455e-10
0.2     	0.2     	2.5568e-10
0.2     	0.25    	2.5617e-10
0.2     	0.3     	2.5652e-10
0.2     	0.35    	2.5682e-10
0.2     	0.4     	2.5708e-10
0.2     	0.45    	2.5731e-10
0.2     	0.5     	2.575e-10
0.2     	0.55    	2.5764e-10
0.2     	0.6     	2.5771e-10
