vg      	vd      	ids     
0       	0       	1.6465e-12
0       	0.05    	7.4545e-09
0       	0.1     	9.8693e-09
0       	0.15    	1.1302e-08
0       	0.2     	1.2387e-08
0       	0.25    	1.3443e-08
0       	0.3     	1.4526e-08
0       	0.35    	1.5644e-08
0       	0.4     	1.6801e-08
0       	0.45    	1.8e-08 
0       	0.5     	1.9245e-08
0       	0.55    	2.0538e-08
0       	0.6     	2.1877e-08
0       	0.65    	2.326e-08
0       	0.7     	2.4684e-08
0.05    	0       	-1.425e-11
0.05    	0.05    	3.4855e-08
0.05    	0.1     	4.6115e-08
0.05    	0.15    	5.1842e-08
0.05    	0.2     	5.6662e-08
0.05    	0.25    	6.1465e-08
0.05    	0.3     	6.6386e-08
0.05    	0.35    	7.1443e-08
0.05    	0.4     	7.6688e-08
0.05    	0.45    	8.2012e-08
0.05    	0.5     	8.7443e-08
0.05    	0.55    	9.2865e-08
0.05    	0.6     	9.7909e-08
0.05    	0.65    	1.023e-07
0.05    	0.7     	1.0638e-07
0.1     	0       	-1.2342e-11
0.1     	0.05    	1.4194e-07
0.1     	0.1     	1.8603e-07
0.1     	0.15    	2.0797e-07
0.1     	0.2     	2.2617e-07
0.1     	0.25    	2.4384e-07
0.1     	0.3     	2.6143e-07
0.1     	0.35    	2.7848e-07
0.1     	0.4     	2.9346e-07
0.1     	0.45    	3.063e-07
0.1     	0.5     	3.1835e-07
0.1     	0.55    	3.3015e-07
0.1     	0.6     	3.4186e-07
0.1     	0.65    	3.5353e-07
0.1     	0.7     	3.6519e-07
0.15    	0       	8.6379e-11
0.15    	0.05    	4.3754e-07
0.15    	0.1     	5.8222e-07
0.15    	0.15    	6.4704e-07
0.15    	0.2     	6.9315e-07
0.15    	0.25    	7.2957e-07
0.15    	0.3     	7.5968e-07
0.15    	0.35    	7.8752e-07
0.15    	0.4     	8.143e-07
0.15    	0.45    	8.4037e-07
0.15    	0.5     	8.6585e-07
0.15    	0.55    	8.9085e-07
0.15    	0.6     	9.1545e-07
0.15    	0.65    	9.397e-07
0.15    	0.7     	9.6361e-07
0.2     	0       	1.9177e-10
0.2     	0.05    	9.6402e-07
0.2     	0.1     	1.3284e-06
0.2     	0.15    	1.4613e-06
0.2     	0.2     	1.5299e-06
0.2     	0.25    	1.5821e-06
0.2     	0.3     	1.629e-06
0.2     	0.35    	1.6733e-06
0.2     	0.4     	1.7206e-06
0.2     	0.45    	1.7613e-06
0.2     	0.5     	1.8001e-06
0.2     	0.55    	1.8368e-06
0.2     	0.6     	1.8712e-06
0.2     	0.65    	1.9027e-06
0.2     	0.7     	1.9316e-06
0.25    	0       	3.5767e-10
0.25    	0.05    	1.6212e-06
0.25    	0.1     	2.3402e-06
0.25    	0.15    	2.5882e-06
0.25    	0.2     	2.6937e-06
0.25    	0.25    	2.766e-06
0.25    	0.3     	2.8274e-06
0.25    	0.35    	2.8888e-06
0.25    	0.4     	2.9382e-06
0.25    	0.45    	2.9822e-06
0.25    	0.5     	3.0216e-06
0.25    	0.55    	3.0575e-06
0.25    	0.6     	3.091e-06
0.25    	0.65    	3.1227e-06
0.25    	0.7     	3.1532e-06
0.3     	0       	5.4842e-10
0.3     	0.05    	2.2873e-06
0.3     	0.1     	3.4859e-06
0.3     	0.15    	3.9149e-06
0.3     	0.2     	4.0846e-06
0.3     	0.25    	4.1743e-06
0.3     	0.3     	4.2411e-06
0.3     	0.35    	4.3033e-06
0.3     	0.4     	4.3524e-06
0.3     	0.45    	4.3968e-06
0.3     	0.5     	4.4382e-06
0.3     	0.55    	4.4772e-06
0.3     	0.6     	4.5144e-06
0.3     	0.65    	4.5501e-06
0.3     	0.7     	4.5845e-06
0.35    	0       	7.4664e-10
0.35    	0.05    	2.895e-06
0.35    	0.1     	4.6549e-06
0.35    	0.15    	5.3662e-06
0.35    	0.2     	5.6171e-06
0.35    	0.25    	5.7265e-06
0.35    	0.3     	5.7986e-06
0.35    	0.35    	5.8574e-06
0.35    	0.4     	5.9155e-06
0.35    	0.45    	5.9638e-06
0.35    	0.5     	6.0086e-06
0.35    	0.55    	6.0509e-06
0.35    	0.6     	6.0912e-06
0.35    	0.65    	6.1297e-06
0.35    	0.7     	6.1667e-06
0.4     	0       	9.3338e-10
0.4     	0.05    	3.4213e-06
0.4     	0.1     	5.7597e-06
0.4     	0.15    	6.845e-06
0.4     	0.2     	7.2259e-06
0.4     	0.25    	7.3799e-06
0.4     	0.3     	7.4633e-06
0.4     	0.35    	7.5272e-06
0.4     	0.4     	7.5828e-06
0.4     	0.45    	7.6335e-06
0.4     	0.5     	7.6857e-06
0.4     	0.55    	7.7303e-06
0.4     	0.6     	7.7716e-06
0.4     	0.65    	7.8107e-06
0.4     	0.7     	7.8478e-06
0.45    	0       	1.1021e-09
0.45    	0.05    	3.8662e-06
0.45    	0.1     	6.7556e-06
0.45    	0.15    	8.284e-06
0.45    	0.2     	8.8785e-06
0.45    	0.25    	9.0926e-06
0.45    	0.3     	9.2017e-06
0.45    	0.35    	9.2719e-06
0.45    	0.4     	9.3296e-06
0.45    	0.45    	9.3809e-06
0.45    	0.5     	9.4276e-06
0.45    	0.55    	9.4706e-06
0.45    	0.6     	9.5143e-06
