vg      	vd      	ids     
0       	0       	8.5915e-14
0       	0.05    	1.5852e-11
0       	0.1     	2.6537e-11
0       	0.15    	3.3817e-11
0       	0.2     	3.8777e-11
0       	0.25    	4.2159e-11
0       	0.3     	4.4497e-11
0       	0.35    	4.6059e-11
0       	0.4     	4.713e-11
0       	0.45    	4.7865e-11
0       	0.5     	4.8372e-11
0       	0.55    	4.8723e-11
0       	0.6     	4.8968e-11
0       	0.65    	4.914e-11
0       	0.7     	4.9262e-11
0       	0.75    	4.9351e-11
0       	0.8     	4.9417e-11
0       	0.85    	4.9468e-11
0       	0.9     	4.9506e-11
0       	0.95    	4.9538e-11
0       	1.0     	4.9564e-11
0       	1.05    	4.9587e-11
0       	1.1     	4.9607e-11
0       	1.15    	4.9626e-11
0       	1.2     	4.9643e-11
0       	1.25    	4.9659e-11
0       	1.3     	4.9674e-11
0       	1.35    	4.9689e-11
0       	1.4     	4.9703e-11
0       	1.45    	4.9717e-11
0       	1.5     	4.9731e-11
0       	1.55    	4.9744e-11
0       	1.6     	4.9757e-11
0       	1.65    	4.977e-11
0       	1.7     	4.9782e-11
0       	1.75    	4.9795e-11
0       	1.8     	4.9807e-11
0       	1.85    	4.9819e-11
0       	1.9     	4.9831e-11
0       	1.95    	4.9842e-11
0       	2.0     	4.9854e-11
0       	2.05    	4.9865e-11
0       	2.1     	4.9876e-11
0       	2.15    	4.9887e-11
0       	2.2     	4.9897e-11
0       	2.25    	4.9908e-11
0       	2.3     	4.9918e-11
0       	2.35    	4.9928e-11
0       	2.4     	4.9939e-11
0       	2.45    	4.9948e-11
0       	2.5     	4.9958e-11
0       	2.55    	4.9968e-11
0       	2.6     	4.9977e-11
0       	2.65    	4.9986e-11
0       	2.7     	4.9995e-11
0       	2.75    	5.0004e-11
0       	2.8     	5.0013e-11
0       	2.85    	5.0021e-11
0       	2.9     	5.003e-11
0       	2.95    	5.0038e-11
0       	3.0     	5.0046e-11
0       	3.05    	5.0053e-11
0       	3.1     	5.0061e-11
0       	3.15    	5.0068e-11
0       	3.2     	5.0075e-11
0       	3.25    	5.0082e-11
0       	3.3     	5.0088e-11
0       	3.35    	5.0095e-11
0       	3.4     	5.01e-11
0       	3.45    	5.0106e-11
0       	3.5     	5.0111e-11
0       	3.55    	5.0115e-11
0       	3.6     	5.0119e-11
0       	3.65    	5.0122e-11
0       	3.7     	5.0126e-11
0       	3.75    	5.0128e-11
0       	3.8     	5.013e-11
0       	3.85    	5.0132e-11
0       	3.9     	5.0133e-11
0       	3.95    	5.0134e-11
0       	4.0     	5.0134e-11
0.05    	0       	1.2685e-13
0.05    	0.05    	2.3274e-11
0.05    	0.1     	3.8966e-11
0.05    	0.15    	4.9657e-11
0.05    	0.2     	5.6944e-11
0.05    	0.25    	6.1913e-11
0.05    	0.3     	6.5304e-11
0.05    	0.35    	6.7651e-11
0.05    	0.4     	6.9222e-11
0.05    	0.45    	7.0302e-11
0.05    	0.5     	7.1047e-11
0.05    	0.55    	7.1562e-11
0.05    	0.6     	7.1922e-11
0.05    	0.65    	7.2176e-11
0.05    	0.7     	7.2356e-11
0.05    	0.75    	7.2487e-11
0.05    	0.8     	7.2584e-11
0.05    	0.85    	7.2658e-11
0.05    	0.9     	7.2716e-11
0.05    	0.95    	7.2763e-11
0.05    	1.0     	7.2802e-11
0.05    	1.05    	7.2836e-11
0.05    	1.1     	7.2866e-11
0.05    	1.15    	7.2893e-11
0.05    	1.2     	7.2918e-11
0.05    	1.25    	7.2942e-11
0.05    	1.3     	7.2965e-11
0.05    	1.35    	7.2987e-11
0.05    	1.4     	7.3008e-11
0.05    	1.45    	7.3029e-11
0.05    	1.5     	7.3049e-11
0.05    	1.55    	7.3069e-11
0.05    	1.6     	7.3088e-11
0.05    	1.65    	7.3107e-11
0.05    	1.7     	7.3126e-11
0.05    	1.75    	7.3144e-11
0.05    	1.8     	7.3162e-11
0.05    	1.85    	7.318e-11
0.05    	1.9     	7.3197e-11
0.05    	1.95    	7.3214e-11
0.05    	2.0     	7.3231e-11
0.05    	2.05    	7.3248e-11
0.05    	2.1     	7.3264e-11
0.05    	2.15    	7.328e-11
0.05    	2.2     	7.3296e-11
0.05    	2.25    	7.3312e-11
0.05    	2.3     	7.3327e-11
0.05    	2.35    	7.3342e-11
0.05    	2.4     	7.3357e-11
0.05    	2.45    	7.3372e-11
0.05    	2.5     	7.3386e-11
0.05    	2.55    	7.3401e-11
0.05    	2.6     	7.3414e-11
0.05    	2.65    	7.3428e-11
0.05    	2.7     	7.3442e-11
0.05    	2.75    	7.3455e-11
0.05    	2.8     	7.3468e-11
0.05    	2.85    	7.348e-11
0.05    	2.9     	7.3493e-11
0.05    	2.95    	7.3505e-11
0.05    	3.0     	7.3517e-11
0.05    	3.05    	7.3528e-11
0.05    	3.1     	7.354e-11
0.05    	3.15    	7.3551e-11
0.05    	3.2     	7.3561e-11
0.05    	3.25    	7.3571e-11
0.05    	3.3     	7.3581e-11
0.05    	3.35    	7.3591e-11
0.05    	3.4     	7.36e-11
0.05    	3.45    	7.3608e-11
0.05    	3.5     	7.3616e-11
0.05    	3.55    	7.3623e-11
0.05    	3.6     	7.363e-11
0.05    	3.65    	7.3635e-11
0.05    	3.7     	7.364e-11
0.05    	3.75    	7.3645e-11
0.05    	3.8     	7.3649e-11
0.05    	3.85    	7.3652e-11
0.05    	3.9     	7.3654e-11
0.05    	3.95    	7.3656e-11
0.05    	4.0     	7.3657e-11
0.1     	0       	1.9164e-13
0.1     	0.05    	3.4161e-11
0.1     	0.1     	5.7199e-11
0.1     	0.15    	7.29e-11
0.1     	0.2     	8.3602e-11
0.1     	0.25    	9.0902e-11
0.1     	0.3     	9.5884e-11
0.1     	0.35    	9.9288e-11
0.1     	0.4     	1.0165e-10
0.1     	0.45    	1.0323e-10
0.1     	0.5     	1.0433e-10
0.1     	0.55    	1.0509e-10
0.1     	0.6     	1.0561e-10
0.1     	0.65    	1.0599e-10
0.1     	0.7     	1.0625e-10
0.1     	0.75    	1.0645e-10
0.1     	0.8     	1.0659e-10
0.1     	0.85    	1.067e-10
0.1     	0.9     	1.0678e-10
0.1     	0.95    	1.0685e-10
0.1     	1.0     	1.0691e-10
0.1     	1.05    	1.0696e-10
0.1     	1.1     	1.0701e-10
0.1     	1.15    	1.0705e-10
0.1     	1.2     	1.0708e-10
0.1     	1.25    	1.0712e-10
0.1     	1.3     	1.0715e-10
0.1     	1.35    	1.0719e-10
0.1     	1.4     	1.0722e-10
0.1     	1.45    	1.0725e-10
0.1     	1.5     	1.0728e-10
0.1     	1.55    	1.0731e-10
0.1     	1.6     	1.0734e-10
0.1     	1.65    	1.0736e-10
0.1     	1.7     	1.0739e-10
0.1     	1.75    	1.0742e-10
0.1     	1.8     	1.0745e-10
0.1     	1.85    	1.0747e-10
0.1     	1.9     	1.075e-10
0.1     	1.95    	1.0752e-10
0.1     	2.0     	1.0755e-10
0.1     	2.05    	1.0757e-10
0.1     	2.1     	1.076e-10
0.1     	2.15    	1.0762e-10
0.1     	2.2     	1.0765e-10
0.1     	2.25    	1.0767e-10
0.1     	2.3     	1.0769e-10
0.1     	2.35    	1.0771e-10
0.1     	2.4     	1.0774e-10
0.1     	2.45    	1.0776e-10
0.1     	2.5     	1.0778e-10
0.1     	2.55    	1.078e-10
0.1     	2.6     	1.0782e-10
0.1     	2.65    	1.0784e-10
0.1     	2.7     	1.0786e-10
0.1     	2.75    	1.0788e-10
0.1     	2.8     	1.079e-10
0.1     	2.85    	1.0792e-10
0.1     	2.9     	1.0794e-10
0.1     	2.95    	1.0795e-10
0.1     	3.0     	1.0797e-10
0.1     	3.05    	1.0799e-10
0.1     	3.1     	1.0801e-10
0.1     	3.15    	1.0802e-10
0.1     	3.2     	1.0804e-10
0.1     	3.25    	1.0805e-10
0.1     	3.3     	1.0807e-10
0.1     	3.35    	1.0808e-10
0.1     	3.4     	1.081e-10
0.1     	3.45    	1.0811e-10
0.1     	3.5     	1.0812e-10
0.1     	3.55    	1.0813e-10
0.1     	3.6     	1.0815e-10
0.1     	3.65    	1.0815e-10
0.1     	3.7     	1.0816e-10
0.1     	3.75    	1.0817e-10
0.1     	3.8     	1.0818e-10
0.1     	3.85    	1.0818e-10
0.1     	3.9     	1.0819e-10
0.1     	3.95    	1.0819e-10
0.1     	4.0     	1.0819e-10
0.15    	0       	2.8893e-13
0.15    	0.05    	5.0124e-11
0.15    	0.1     	8.3935e-11
0.15    	0.15    	1.0699e-10
0.15    	0.2     	1.227e-10
0.15    	0.25    	1.3342e-10
0.15    	0.3     	1.4074e-10
0.15    	0.35    	1.4575e-10
0.15    	0.4     	1.4917e-10
0.15    	0.45    	1.5155e-10
0.15    	0.5     	1.5316e-10
0.15    	0.55    	1.5427e-10
0.15    	0.6     	1.5505e-10
0.15    	0.65    	1.556e-10
0.15    	0.7     	1.5599e-10
0.15    	0.75    	1.5627e-10
0.15    	0.8     	1.5649e-10
0.15    	0.85    	1.5665e-10
