vg      	vd      	ids     
0       	0       	4.397e-14
0       	0.05    	4.2604e-11
0       	0.1     	4.8876e-11
0       	0.15    	4.989e-11
0       	0.2     	5.0128e-11
0       	0.25    	5.0244e-11
0       	0.3     	5.0335e-11
0       	0.35    	5.0416e-11
0       	0.4     	5.0491e-11
0       	0.45    	5.0561e-11
0       	0.5     	5.0626e-11
0       	0.55    	5.0687e-11
0       	0.6     	5.0744e-11
0       	0.65    	5.0799e-11
0       	0.7     	5.085e-11
0.05    	0       	3.1347e-13
0.05    	0.05    	2.911e-10
0.05    	0.1     	3.3449e-10
0.05    	0.15    	3.4154e-10
0.05    	0.2     	3.4324e-10
0.05    	0.25    	3.4409e-10
0.05    	0.3     	3.4476e-10
0.05    	0.35    	3.4535e-10
0.05    	0.4     	3.4589e-10
0.05    	0.45    	3.4639e-10
0.05    	0.5     	3.4685e-10
0.05    	0.55    	3.4728e-10
0.05    	0.6     	3.4769e-10
0.05    	0.65    	3.4807e-10
0.05    	0.7     	3.4843e-10
0.1     	0       	2.0781e-12
0.1     	0.05    	1.9862e-09
0.1     	0.1     	2.2836e-09
0.1     	0.15    	2.333e-09
0.1     	0.2     	2.3453e-09
0.1     	0.25    	2.3516e-09
0.1     	0.3     	2.3564e-09
0.1     	0.35    	2.3607e-09
0.1     	0.4     	2.3646e-09
0.1     	0.45    	2.3682e-09
0.1     	0.5     	2.3714e-09
0.1     	0.55    	2.3745e-09
0.1     	0.6     	2.3773e-09
0.1     	0.65    	2.38e-09
0.1     	0.7     	2.3825e-09
0.15    	0       	1.3696e-11
0.15    	0.05    	1.3155e-08
0.15    	0.1     	1.5192e-08
0.15    	0.15    	1.5535e-08
0.15    	0.2     	1.5624e-08
0.15    	0.25    	1.5669e-08
0.15    	0.3     	1.5704e-08
0.15    	0.35    	1.5734e-08
0.15    	0.4     	1.5761e-08
0.15    	0.45    	1.5785e-08
0.15    	0.5     	1.5807e-08
0.15    	0.55    	1.5828e-08
0.15    	0.6     	1.5847e-08
0.15    	0.65    	1.5864e-08
0.15    	0.7     	1.5881e-08
0.2     	0       	6.9541e-11
0.2     	0.05    	7.6549e-08
0.2     	0.1     	9.0057e-08
0.2     	0.15    	9.2414e-08
0.2     	0.2     	9.3008e-08
0.2     	0.25    	9.3296e-08
0.2     	0.3     	9.3508e-08
0.2     	0.35    	9.3687e-08
0.2     	0.4     	9.3843e-08
0.2     	0.45    	9.3982e-08
0.2     	0.5     	9.4108e-08
0.2     	0.55    	9.4223e-08
0.2     	0.6     	9.4329e-08
0.2     	0.65    	9.4427e-08
0.2     	0.7     	9.4518e-08
0.25    	0       	2.1627e-10
0.25    	0.05    	2.9378e-07
0.25    	0.1     	3.6935e-07
0.25    	0.15    	3.8407e-07
0.25    	0.2     	3.8747e-07
0.25    	0.25    	3.8883e-07
0.25    	0.3     	3.8983e-07
0.25    	0.35    	3.9053e-07
0.25    	0.4     	3.9111e-07
0.25    	0.45    	3.9162e-07
0.25    	0.5     	3.9208e-07
0.25    	0.55    	3.9249e-07
0.25    	0.6     	3.9286e-07
0.25    	0.65    	3.932e-07
0.25    	0.7     	3.9352e-07
0.3     	0       	3.8777e-10
0.3     	0.05    	6.3217e-07
0.3     	0.1     	9.0607e-07
0.3     	0.15    	9.7687e-07
0.3     	0.2     	9.9356e-07
0.3     	0.25    	9.9822e-07
0.3     	0.3     	1.0006e-06
0.3     	0.35    	1.0023e-06
0.3     	0.4     	1.0036e-06
0.3     	0.45    	1.0049e-06
0.3     	0.5     	1.0059e-06
