vg      	vd      	ids     
0       	0       	6.2975e-13
0       	0.05    	2.267e-11
0       	0.1     	3.804e-11
0       	0.15    	4.8726e-11
0       	0.2     	5.6194e-11
0       	0.25    	6.1452e-11
0       	0.3     	6.5195e-11
0       	0.35    	6.7897e-11
0       	0.4     	6.9884e-11
0       	0.45    	7.1382e-11
0       	0.5     	7.2543e-11
0       	0.55    	7.3472e-11
0       	0.6     	7.4241e-11
0       	0.65    	7.49e-11
0       	0.7     	7.5482e-11
0       	0.75    	7.601e-11
0       	0.8     	7.65e-11
0       	0.85    	7.6962e-11
0       	0.9     	7.7405e-11
0       	0.95    	7.7833e-11
0       	1.0     	7.8249e-11
0       	1.05    	7.8655e-11
0       	1.1     	7.9053e-11
0       	1.15    	7.9444e-11
0       	1.2     	7.9827e-11
0       	1.25    	8.0204e-11
0       	1.3     	8.0574e-11
0       	1.35    	8.0937e-11
0       	1.4     	8.1293e-11
0       	1.45    	8.1642e-11
0       	1.5     	8.1984e-11
0       	1.55    	8.2317e-11
0       	1.6     	8.2644e-11
0       	1.65    	8.2962e-11
0       	1.7     	8.3274e-11
0       	1.75    	8.3578e-11
0       	1.8     	8.3876e-11
0       	1.85    	8.4167e-11
0       	1.9     	8.4451e-11
0       	1.95    	8.4731e-11
0       	2.0     	8.5004e-11
0       	2.05    	8.5273e-11
0       	2.1     	8.5538e-11
0       	2.15    	8.5798e-11
0       	2.2     	8.6055e-11
0       	2.25    	8.6308e-11
0       	2.3     	8.6558e-11
0       	2.35    	8.6805e-11
0       	2.4     	8.7049e-11
0       	2.45    	8.7291e-11
0       	2.5     	8.753e-11
0       	2.55    	8.7768e-11
0       	2.6     	8.8003e-11
0       	2.65    	8.8237e-11
0       	2.7     	8.8469e-11
0       	2.75    	8.8699e-11
0       	2.8     	8.8928e-11
0       	2.85    	8.9156e-11
0       	2.9     	8.9382e-11
0       	2.95    	8.9607e-11
0       	3.0     	8.9831e-11
0       	3.05    	9.0054e-11
0       	3.1     	9.0275e-11
0       	3.15    	9.0496e-11
0       	3.2     	9.0716e-11
0       	3.25    	9.0934e-11
0       	3.3     	9.1152e-11
0       	3.35    	9.1369e-11
0       	3.4     	9.1585e-11
0       	3.45    	9.18e-11
0       	3.5     	9.2015e-11
0       	3.55    	9.2228e-11
0       	3.6     	9.2441e-11
0       	3.65    	9.2653e-11
0       	3.7     	9.2864e-11
0       	3.75    	9.3075e-11
0       	3.8     	9.3284e-11
0       	3.85    	9.3493e-11
0       	3.9     	9.3701e-11
0       	3.95    	9.3909e-11
0       	4.0     	9.4116e-11
0.05    	0       	8.9359e-13
0.05    	0.05    	3.2804e-11
0.05    	0.1     	5.5061e-11
0.05    	0.15    	7.0544e-11
0.05    	0.2     	8.1372e-11
0.05    	0.25    	8.9002e-11
0.05    	0.3     	9.4435e-11
0.05    	0.35    	9.836e-11
0.05    	0.4     	1.0125e-10
0.05    	0.45    	1.0343e-10
0.05    	0.5     	1.0512e-10
0.05    	0.55    	1.0647e-10
0.05    	0.6     	1.0759e-10
0.05    	0.65    	1.0855e-10
0.05    	0.7     	1.094e-10
0.05    	0.75    	1.1017e-10
0.05    	0.8     	1.1088e-10
0.05    	0.85    	1.1156e-10
0.05    	0.9     	1.122e-10
0.05    	0.95    	1.1282e-10
0.05    	1.0     	1.1342e-10
