vg      	vd      	ids     
0       	0       	1.2221e-10
0       	0.05    	4.1015e-08
0       	0.1     	5.2829e-08
0       	0.15    	5.8556e-08
0       	0.2     	6.3172e-08
0       	0.25    	6.7664e-08
0       	0.3     	7.219e-08
0       	0.35    	7.6771e-08
0       	0.4     	8.1401e-08
0       	0.45    	8.6057e-08
0       	0.5     	9.0691e-08
0       	0.55    	9.5168e-08
0       	0.6     	9.9274e-08
0       	0.65    	1.0299e-07
0       	0.7     	1.0643e-07
0.05    	0       	5.5174e-10
0.05    	0.05    	1.8702e-07
0.05    	0.1     	2.3964e-07
0.05    	0.15    	2.645e-07
0.05    	0.2     	2.8459e-07
0.05    	0.25    	3.0373e-07
0.05    	0.3     	3.2239e-07
0.05    	0.35    	3.3989e-07
0.05    	0.4     	3.5527e-07
0.05    	0.45    	3.6906e-07
0.05    	0.5     	3.8212e-07
0.05    	0.55    	3.9476e-07
0.05    	0.6     	4.072e-07
0.05    	0.65    	4.1948e-07
0.05    	0.7     	4.316e-07
0.1     	0       	1.894e-09
0.1     	0.05    	6.7594e-07
0.1     	0.1     	8.7632e-07
0.1     	0.15    	9.6183e-07
0.1     	0.2     	1.0198e-06
0.1     	0.25    	1.0654e-06
0.1     	0.3     	1.1054e-06
0.1     	0.35    	1.1427e-06
0.1     	0.4     	1.1787e-06
0.1     	0.45    	1.2134e-06
0.1     	0.5     	1.2472e-06
0.1     	0.55    	1.2799e-06
0.1     	0.6     	1.3117e-06
0.1     	0.65    	1.3426e-06
0.1     	0.7     	1.3722e-06
0.15    	0       	4.5393e-09
0.15    	0.05    	1.7524e-06
0.15    	0.1     	2.3296e-06
0.15    	0.15    	2.524e-06
0.15    	0.2     	2.6274e-06
0.15    	0.25    	2.7081e-06
0.15    	0.3     	2.7878e-06
0.15    	0.35    	2.8546e-06
0.15    	0.4     	2.9162e-06
0.15    	0.45    	2.9725e-06
0.15    	0.5     	3.0239e-06
0.15    	0.55    	3.0707e-06
0.15    	0.6     	3.1137e-06
0.15    	0.65    	3.1537e-06
0.15    	0.7     	3.1915e-06
0.2     	0       	8.142e-09
0.2     	0.05    	3.358e-06
0.2     	0.1     	4.6354e-06
0.2     	0.15    	5.0454e-06
0.2     	0.2     	5.2147e-06
0.2     	0.25    	5.3385e-06
0.2     	0.3     	5.4289e-06
0.2     	0.35    	5.507e-06
0.2     	0.4     	5.5771e-06
0.2     	0.45    	5.6414e-06
0.2     	0.5     	5.7013e-06
0.2     	0.55    	5.7577e-06
0.2     	0.6     	5.8112e-06
0.2     	0.65    	5.8678e-06
0.2     	0.7     	5.9168e-06
0.25    	0       	1.2065e-08
0.25    	0.05    	5.22e-06
0.25    	0.1     	7.6079e-06
0.25    	0.15    	8.3683e-06
0.25    	0.2     	8.6261e-06
0.25    	0.25    	8.7783e-06
0.25    	0.3     	8.882e-06
0.25    	0.35    	8.9708e-06
0.25    	0.4     	9.0512e-06
0.25    	0.45    	9.1255e-06
0.25    	0.5     	9.1948e-06
0.25    	0.55    	9.2597e-06
0.25    	0.6     	9.3273e-06
0.25    	0.65    	9.3852e-06
0.25    	0.7     	9.4395e-06
0.3     	0       	1.6116e-08
0.3     	0.05    	7.0875e-06
0.3     	0.1     	1.0923e-05
0.3     	0.15    	1.2269e-05
0.3     	0.2     	1.2703e-05
0.3     	0.25    	1.2886e-05
0.3     	0.3     	1.3019e-05
0.3     	0.35    	1.3118e-05
0.3     	0.4     	1.3204e-05
0.3     	0.45    	1.3282e-05
0.3     	0.5     	1.3354e-05
0.3     	0.55    	1.3419e-05
0.3     	0.6     	1.348e-05
0.3     	0.65    	1.3542e-05
0.3     	0.7     	1.3595e-05
0.35    	0       	2.014e-08
0.35    	0.05    	8.8095e-06
0.35    	0.1     	1.4259e-05
0.35    	0.15    	1.6566e-05
0.35    	0.2     	1.7303e-05
0.35    	0.25    	1.7558e-05
0.35    	0.3     	1.7699e-05
0.35    	0.35    	1.7804e-05
0.35    	0.4     	1.7902e-05
0.35    	0.45    	1.7982e-05
0.35    	0.5     	1.8052e-05
0.35    	0.55    	1.8116e-05
0.35    	0.6     	1.8176e-05
0.35    	0.65    	1.8231e-05
0.35    	0.7     	1.8283e-05
0.4     	0       	2.3862e-08
0.4     	0.05    	1.0324e-05
0.4     	0.1     	1.7484e-05
0.4     	0.15    	2.1044e-05
0.4     	0.2     	2.2265e-05
0.4     	0.25    	2.2669e-05
0.4     	0.3     	2.2846e-05
0.4     	0.35    	2.2962e-05
0.4     	0.4     	2.3055e-05
0.4     	0.45    	2.3135e-05
0.4     	0.5     	2.3207e-05
0.4     	0.55    	2.328e-05
0.4     	0.6     	2.3341e-05
0.4     	0.65    	2.3397e-05
