vg      	vd      	ids     
0       	0       	1.4339e-12
0       	0.05    	1.2089e-10
0       	0.1     	1.4164e-10
0       	0.15    	1.4691e-10
0       	0.2     	1.4968e-10
0       	0.25    	1.5194e-10
0       	0.3     	1.5397e-10
0       	0.35    	1.5583e-10
0       	0.4     	1.5754e-10
0       	0.45    	1.5914e-10
0       	0.5     	1.6065e-10
0       	0.55    	1.621e-10
0       	0.6     	1.635e-10
0       	0.65    	1.6486e-10
0       	0.7     	1.6618e-10
0.05    	0       	9.2592e-12
0.05    	0.05    	7.6133e-10
0.05    	0.1     	8.9283e-10
0.05    	0.15    	9.2653e-10
0.05    	0.2     	9.4398e-10
0.05    	0.25    	9.5792e-10
0.05    	0.3     	9.7038e-10
0.05    	0.35    	9.8183e-10
0.05    	0.4     	9.9247e-10
0.05    	0.45    	1.0025e-09
0.05    	0.5     	1.0119e-09
0.05    	0.55    	1.021e-09
0.05    	0.6     	1.0298e-09
0.05    	0.65    	1.0384e-09
0.05    	0.7     	1.0467e-09
0.1     	0       	5.75e-11
0.1     	0.05    	4.7e-09 
0.1     	0.1     	5.5278e-09
0.1     	0.15    	5.7379e-09
0.1     	0.2     	5.8437e-09
0.1     	0.25    	5.9267e-09
0.1     	0.3     	6.001e-09
0.1     	0.35    	6.07e-09
0.1     	0.4     	6.1349e-09
0.1     	0.45    	6.1963e-09
0.1     	0.5     	6.2548e-09
0.1     	0.55    	6.3108e-09
0.1     	0.6     	6.3647e-09
0.1     	0.65    	6.4169e-09
0.1     	0.7     	6.4677e-09
0.15    	0       	3.2414e-10
0.15    	0.05    	2.8165e-08
0.15    	0.1     	3.3259e-08
0.15    	0.15    	3.4526e-08
0.15    	0.2     	3.5132e-08
0.15    	0.25    	3.56e-08
0.15    	0.3     	3.6019e-08
0.15    	0.35    	3.6412e-08
0.15    	0.4     	3.6783e-08
0.15    	0.45    	3.7135e-08
0.15    	0.5     	3.7469e-08
0.15    	0.55    	3.7785e-08
0.15    	0.6     	3.8086e-08
0.15    	0.65    	3.8372e-08
0.15    	0.7     	3.8645e-08
0.2     	0       	1.4594e-09
0.2     	0.05    	1.4608e-07
0.2     	0.1     	1.7552e-07
0.2     	0.15    	1.8244e-07
0.2     	0.2     	1.8536e-07
0.2     	0.25    	1.8745e-07
0.2     	0.3     	1.8926e-07
0.2     	0.35    	1.9092e-07
0.2     	0.4     	1.9245e-07
0.2     	0.45    	1.9386e-07
0.2     	0.5     	1.9517e-07
0.2     	0.55    	1.964e-07
0.2     	0.6     	1.9754e-07
0.2     	0.65    	1.9861e-07
0.2     	0.7     	1.9963e-07
0.25    	0       	4.1283e-09
0.25    	0.05    	5.1751e-07
0.25    	0.1     	6.5254e-07
0.25    	0.15    	6.8273e-07
0.25    	0.2     	6.925e-07
0.25    	0.25    	6.9816e-07
0.25    	0.3     	7.0267e-07
0.25    	0.35    	7.0665e-07
0.25    	0.4     	7.1028e-07
0.25    	0.45    	7.1363e-07
0.25    	0.5     	7.1674e-07
0.25    	0.55    	7.1964e-07
0.25    	0.6     	7.2235e-07
0.25    	0.65    	7.2489e-07
0.25    	0.7     	7.2728e-07
0.3     	0       	7.336e-09
0.3     	0.05    	1.1478e-06
0.3     	0.1     	1.5581e-06
0.3     	0.15    	1.6571e-06
0.3     	0.2     	1.6837e-06
0.3     	0.25    	1.6953e-06
0.3     	0.3     	1.7032e-06
0.3     	0.35    	1.7097e-06
0.3     	0.4     	1.7155e-06
0.3     	0.45    	1.7208e-06
0.3     	0.5     	1.7256e-06
0.3     	0.55    	1.73e-06
0.3     	0.6     	1.7341e-06
0.3     	0.65    	1.7379e-06
0.3     	0.7     	1.7415e-06
0.35    	0       	1.0285e-08
0.35    	0.05    	1.8602e-06
0.35    	0.1     	2.728e-06
0.35    	0.15    	2.9752e-06
0.35    	0.2     	3.0416e-06
0.35    	0.25    	3.0639e-06
0.35    	0.3     	3.0763e-06
0.35    	0.35    	3.0856e-06
0.35    	0.4     	3.0934e-06
0.35    	0.45    	3.1004e-06
0.35    	0.5     	3.1067e-06
0.35    	0.55    	3.1124e-06
0.35    	0.6     	3.1177e-06
0.35    	0.65    	3.1225e-06
0.35    	0.7     	3.127e-06
0.4     	0       	1.2785e-08
0.4     	0.05    	2.5414e-06
0.4     	0.1     	3.9862e-06
0.4     	0.15    	4.4847e-06
0.4     	0.2     	4.6248e-06
0.4     	0.25    	4.6698e-06
0.4     	0.3     	4.6873e-06
0.4     	0.35    	4.7013e-06
0.4     	0.4     	4.7116e-06
0.4     	0.45    	4.7202e-06
0.4     	0.5     	4.7279e-06
0.4     	0.55    	4.7349e-06
0.4     	0.6     	4.7412e-06
0.4     	0.65    	4.747e-06
0.4     	0.7     	4.7523e-06
0.45    	0       	1.4917e-08
0.45    	0.05    	3.1612e-06
0.45    	0.1     	5.2275e-06
0.45    	0.15    	6.0836e-06
0.45    	0.2     	6.3527e-06
0.45    	0.25    	6.4303e-06
0.45    	0.3     	6.4604e-06
0.45    	0.35    	6.4777e-06
0.45    	0.4     	6.4905e-06
0.45    	0.45    	6.5011e-06
0.45    	0.5     	6.5103e-06
0.45    	0.55    	6.5185e-06
0.45    	0.6     	6.5269e-06
0.45    	0.65    	6.5338e-06
0.45    	0.7     	6.5399e-06
0.5     	0       	1.6849e-08
0.5     	0.05    	3.7215e-06
0.5     	0.1     	6.4016e-06
0.5     	0.15    	7.7056e-06
0.5     	0.2     	8.1631e-06
0.5     	0.25    	8.3051e-06
0.5     	0.3     	8.3619e-06
0.5     	0.35    	8.3769e-06
0.5     	0.4     	8.3916e-06
0.5     	0.45    	8.4039e-06
0.5     	0.5     	8.4148e-06
0.5     	0.55    	8.4239e-06
0.5     	0.6     	8.4327e-06
0.5     	0.65    	8.4412e-06
0.5     	0.7     	8.4484e-06
0.55    	0       	1.8461e-08
0.55    	0.05    	4.2364e-06
0.55    	0.1     	7.4881e-06
0.55    	0.15    	9.3046e-06
0.55    	0.2     	1.0038e-05
0.55    	0.25    	1.0257e-05
0.55    	0.3     	1.0344e-05
0.55    	0.35    	1.0368e-05
0.55    	0.4     	1.0393e-05
0.55    	0.45    	1.0403e-05
0.55    	0.5     	1.0418e-05
0.55    	0.55    	1.0424e-05
0.55    	0.6     	1.0437e-05
0.55    	0.65    	1.0441e-05
0.55    	0.7     	1.0452e-05
0.6     	0       	1.9885e-08
0.6     	0.05    	4.7189e-06
0.6     	0.1     	8.4455e-06
0.6     	0.15    	1.0839e-05
0.6     	0.2     	1.1889e-05
0.6     	0.25    	1.2271e-05
0.6     	0.3     	1.2375e-05
0.6     	0.35    	1.2427e-05
0.6     	0.4     	1.2456e-05
0.6     	0.45    	1.2474e-05
0.6     	0.5     	1.2489e-05
0.6     	0.55    	1.2501e-05
0.6     	0.6     	1.2511e-05
0.6     	0.65    	1.2519e-05
0.6     	0.7     	1.2527e-05
0.65    	0       	2.1169e-08
0.65    	0.05    	5.1394e-06
0.65    	0.1     	9.3505e-06
0.65    	0.15    	1.2226e-05
0.65    	0.2     	1.3716e-05
0.65    	0.25    	1.429e-05
0.65    	0.3     	1.4477e-05
0.65    	0.35    	1.4543e-05
0.65    	0.4     	1.4574e-05
0.65    	0.45    	1.4595e-05
0.65    	0.5     	1.4614e-05
0.65    	0.55    	1.4625e-05
0.65    	0.6     	1.4634e-05
0.65    	0.65    	1.4642e-05
0.65    	0.7     	1.4651e-05
0.7     	0       	2.2334e-08
0.7     	0.05    	5.5158e-06
0.7     	0.1     	1.0166e-05
0.7     	0.15    	1.3533e-05
0.7     	0.2     	1.5471e-05
0.7     	0.25    	1.6299e-05
0.7     	0.3     	1.659e-05
0.7     	0.35    	1.6684e-05
0.7     	0.4     	1.6724e-05
0.7     	0.45    	1.674e-05
0.7     	0.5     	1.6776e-05
0.7     	0.55    	1.6794e-05
0.7     	0.6     	1.6801e-05
0.7     	0.65    	1.6802e-05
0.7     	0.7     	1.6823e-05
