vg      	vd      	ids     
0       	0       	1.6335e-12
0       	0.05    	2.708e-10
0       	0.1     	3.1817e-10
0       	0.15    	3.314e-10
0       	0.2     	3.3907e-10
0       	0.25    	3.4539e-10
0       	0.3     	3.5101e-10
0       	0.35    	3.5608e-10
0       	0.4     	3.6072e-10
0       	0.45    	3.6504e-10
0       	0.5     	3.6911e-10
0       	0.55    	3.7299e-10
0       	0.6     	3.7673e-10
0       	0.65    	3.8034e-10
0       	0.7     	3.8384e-10
0.05    	0       	1.1343e-11
0.05    	0.05    	1.7216e-09
0.05    	0.1     	2.0287e-09
0.05    	0.15    	2.1151e-09
0.05    	0.2     	2.1638e-09
0.05    	0.25    	2.2026e-09
0.05    	0.3     	2.2366e-09
0.05    	0.35    	2.2677e-09
0.05    	0.4     	2.2965e-09
0.05    	0.45    	2.3238e-09
0.05    	0.5     	2.3497e-09
0.05    	0.55    	2.3745e-09
0.05    	0.6     	2.3985e-09
0.05    	0.65    	2.4217e-09
0.05    	0.7     	2.4442e-09
0.1     	0       	7.1238e-11
0.1     	0.05    	1.0716e-08
0.1     	0.1     	1.2667e-08
0.1     	0.15    	1.3208e-08
0.1     	0.2     	1.3499e-08
0.1     	0.25    	1.3729e-08
0.1     	0.3     	1.3932e-08
0.1     	0.35    	1.4121e-08
0.1     	0.4     	1.4298e-08
0.1     	0.45    	1.4467e-08
0.1     	0.5     	1.4628e-08
0.1     	0.55    	1.4782e-08
0.1     	0.6     	1.4931e-08
0.1     	0.65    	1.5074e-08
0.1     	0.7     	1.5213e-08
0.15    	0       	3.8918e-10
0.15    	0.05    	6.144e-08
0.15    	0.1     	7.3286e-08
0.15    	0.15    	7.6391e-08
0.15    	0.2     	7.7962e-08
0.15    	0.25    	7.9193e-08
0.15    	0.3     	8.0292e-08
0.15    	0.35    	8.1307e-08
0.15    	0.4     	8.2254e-08
0.15    	0.45    	8.3145e-08
0.15    	0.5     	8.3982e-08
0.15    	0.55    	8.4769e-08
0.15    	0.6     	8.5507e-08
0.15    	0.65    	8.6198e-08
0.15    	0.7     	8.6848e-08
0.2     	0       	1.4639e-09
0.2     	0.05    	2.6977e-07
0.2     	0.1     	3.3244e-07
0.2     	0.15    	3.4755e-07
0.2     	0.2     	3.5382e-07
0.2     	0.25    	3.5816e-07
0.2     	0.3     	3.618e-07
0.2     	0.35    	3.65e-07
0.2     	0.4     	3.6787e-07
0.2     	0.45    	3.7049e-07
0.2     	0.5     	3.7292e-07
0.2     	0.55    	3.7517e-07
0.2     	0.6     	3.7729e-07
0.2     	0.65    	3.7928e-07
0.2     	0.7     	3.8117e-07
0.25    	0       	3.3175e-09
0.25    	0.05    	7.3792e-07
0.25    	0.1     	9.7688e-07
0.25    	0.15    	1.0338e-06
0.25    	0.2     	1.0512e-06
0.25    	0.25    	1.0604e-06
0.25    	0.3     	1.0674e-06
0.25    	0.35    	1.0734e-06
0.25    	0.4     	1.0788e-06
0.25    	0.45    	1.0836e-06
0.25    	0.5     	1.0881e-06
0.25    	0.55    	1.0921e-06
0.25    	0.6     	1.0959e-06
0.25    	0.65    	1.0995e-06
0.25    	0.7     	1.1028e-06
0.3     	0       	5.0951e-09
0.3     	0.05    	1.33e-06
0.3     	0.1     	1.9348e-06
0.3     	0.15    	2.1051e-06
0.3     	0.2     	2.1502e-06
0.3     	0.25    	2.1678e-06
0.3     	0.3     	2.1787e-06
0.3     	0.35    	2.1885e-06
0.3     	0.4     	2.1958e-06
0.3     	0.45    	2.2023e-06
0.3     	0.5     	2.2081e-06
0.3     	0.55    	2.2134e-06
0.3     	0.6     	2.2183e-06
0.3     	0.65    	2.2228e-06
0.3     	0.7     	2.227e-06
0.35    	0       	6.6312e-09
0.35    	0.05    	1.8846e-06
0.35    	0.1     	2.991e-06
0.35    	0.15    	3.3925e-06
0.35    	0.2     	3.5072e-06
0.35    	0.25    	3.5422e-06
0.35    	0.3     	3.5589e-06
0.35    	0.35    	3.5717e-06
0.35    	0.4     	3.581e-06
0.35    	0.45    	3.5889e-06
0.35    	0.5     	3.5959e-06
0.35    	0.55    	3.6021e-06
0.35    	0.6     	3.6078e-06
0.35    	0.65    	3.6131e-06
0.35    	0.7     	3.6179e-06
0.4     	0       	7.9114e-09
0.4     	0.05    	2.3552e-06
0.4     	0.1     	3.9888e-06
0.4     	0.15    	4.7482e-06
0.4     	0.2     	5.005e-06
0.4     	0.25    	5.0771e-06
0.4     	0.3     	5.1045e-06
0.4     	0.35    	5.12e-06
0.4     	0.4     	5.1328e-06
0.4     	0.45    	5.1423e-06
0.4     	0.5     	5.1503e-06
0.4     	0.55    	5.1575e-06
0.4     	0.6     	5.1639e-06
0.4     	0.65    	5.1697e-06
0.4     	0.7     	5.175e-06
0.45    	0       	9.0086e-09
0.45    	0.05    	2.7477e-06
0.45    	0.1     	4.8607e-06
0.45    	0.15    	6.0608e-06
0.45    	0.2     	6.5529e-06
0.45    	0.25    	6.7047e-06
0.45    	0.3     	6.7536e-06
0.45    	0.35    	6.7761e-06
0.45    	0.4     	6.7905e-06
0.45    	0.45    	6.8016e-06
0.45    	0.5     	6.8119e-06
0.45    	0.55    	6.8201e-06
0.45    	0.6     	6.8271e-06
0.45    	0.65    	6.8334e-06
0.45    	0.7     	6.8392e-06
0.5     	0       	9.9584e-09
0.5     	0.05    	3.0765e-06
0.5     	0.1     	5.5966e-06
0.5     	0.15    	7.2546e-06
0.5     	0.2     	8.0638e-06
0.5     	0.25    	8.3674e-06
0.5     	0.3     	8.4635e-06
0.5     	0.35    	8.4991e-06
0.5     	0.4     	8.5181e-06
0.5     	0.45    	8.5314e-06
0.5     	0.5     	8.542e-06
0.5     	0.55    	8.5517e-06
0.5     	0.6     	8.5597e-06
0.5     	0.65    	8.5665e-06
0.5     	0.7     	8.5726e-06
0.55    	0       	1.0794e-08
0.55    	0.05    	3.3532e-06
0.55    	0.1     	6.2102e-06
0.55    	0.15    	8.2906e-06
0.55    	0.2     	9.4824e-06
0.55    	0.25    	1.0013e-05
0.55    	0.3     	1.0192e-05
0.55    	0.35    	1.0254e-05
0.55    	0.4     	1.0284e-05
0.55    	0.45    	1.0301e-05
0.55    	0.5     	1.0313e-05
0.55    	0.55    	1.0323e-05
0.55    	0.6     	1.0332e-05
0.55    	0.65    	1.0339e-05
0.55    	0.7     	1.0346e-05
0.6     	0       	1.1551e-08
0.6     	0.05    	3.5869e-06
0.6     	0.1     	6.7215e-06
0.6     	0.15    	9.1636e-06
0.6     	0.2     	1.0747e-05
0.6     	0.25    	1.1579e-05
0.6     	0.3     	1.1902e-05
0.6     	0.35    	1.2018e-05
0.6     	0.4     	1.2062e-05
0.6     	0.45    	1.2086e-05
0.6     	0.5     	1.21e-05
0.6     	0.55    	1.2111e-05
0.6     	0.6     	1.212e-05
0.6     	0.65    	1.2129e-05
0.6     	0.7     	1.2136e-05
0.65    	0       	1.2243e-08
0.65    	0.05    	3.7849e-06
0.65    	0.1     	7.1506e-06
0.65    	0.15    	9.8913e-06
0.65    	0.2     	1.1834e-05
0.65    	0.25    	1.2982e-05
