vg      	vd      	ids     
0       	0       	7.5094e-12
0       	0.05    	1.7277e-09
0       	0.1     	2.0653e-09
0       	0.15    	2.1841e-09
0       	0.2     	2.2664e-09
0       	0.25    	2.3381e-09
0       	0.3     	2.4009e-09
0       	0.35    	2.4541e-09
0       	0.4     	2.5006e-09
0       	0.45    	2.5433e-09
0       	0.5     	2.5837e-09
0       	0.55    	2.6226e-09
0       	0.6     	2.6602e-09
0       	0.65    	2.6969e-09
0       	0.7     	2.7328e-09
0.05    	0       	4.517e-11
0.05    	0.05    	1.0494e-08
0.05    	0.1     	1.2596e-08
0.05    	0.15    	1.3341e-08
0.05    	0.2     	1.3822e-08
0.05    	0.25    	1.4194e-08
0.05    	0.3     	1.4503e-08
0.05    	0.35    	1.4779e-08
0.05    	0.4     	1.5039e-08
0.05    	0.45    	1.5288e-08
0.05    	0.5     	1.553e-08
0.05    	0.55    	1.5764e-08
0.05    	0.6     	1.5993e-08
0.05    	0.65    	1.6216e-08
0.05    	0.7     	1.6434e-08
0.1     	0       	2.5358e-10
0.1     	0.05    	5.9765e-08
0.1     	0.1     	7.2283e-08
0.1     	0.15    	7.6271e-08
0.1     	0.2     	7.8484e-08
0.1     	0.25    	8.0237e-08
0.1     	0.3     	8.1819e-08
0.1     	0.35    	8.3304e-08
0.1     	0.4     	8.4724e-08
0.1     	0.45    	8.6096e-08
0.1     	0.5     	8.743e-08
0.1     	0.55    	8.8728e-08
0.1     	0.6     	8.9993e-08
0.1     	0.65    	9.1224e-08
0.1     	0.7     	9.2425e-08
0.15    	0       	1.0951e-09
0.15    	0.05    	2.8403e-07
0.15    	0.1     	3.4884e-07
0.15    	0.15    	3.6678e-07
0.15    	0.2     	3.7608e-07
0.15    	0.25    	3.835e-07
0.15    	0.3     	3.9023e-07
0.15    	0.35    	3.9652e-07
0.15    	0.4     	4.0245e-07
0.15    	0.45    	4.0807e-07
0.15    	0.5     	4.1341e-07
0.15    	0.55    	4.1842e-07
0.15    	0.6     	4.2318e-07
0.15    	0.65    	4.2761e-07
0.15    	0.7     	4.3169e-07
0.2     	0       	2.9564e-09
0.2     	0.05    	9.0955e-07
0.2     	0.1     	1.1763e-06
0.2     	0.15    	1.2451e-06
0.2     	0.2     	1.2724e-06
